"","Station","Datetime","Depth_m"
"22960","DECK",2021-05-25 12:15:00,"0.22"
"22961","DECK",2021-05-25 12:30:00,"0.283"
"22962","DECK",2021-05-25 12:45:00,"0.335"
"22963","DECK",2021-05-25 13:00:00,"0.387"
"22964","DECK",2021-05-25 13:15:00,"0.423"
"22965","DECK",2021-05-25 13:30:00,"0.469"
"22966","DECK",2021-05-25 13:45:00,"0.51"
"22967","DECK",2021-05-25 14:00:00,"0.548"
"22968","DECK",2021-05-25 14:15:00,"0.585"
"22969","DECK",2021-05-25 14:30:00,"0.613"
"22970","DECK",2021-05-25 14:45:00,"0.633"
"22971","DECK",2021-05-25 15:00:00,"0.654"
"22972","DECK",2021-05-25 15:15:00,"0.669"
"22973","DECK",2021-05-25 15:30:00,"0.681"
"22974","DECK",2021-05-25 15:45:00,"0.69"
"22975","DECK",2021-05-25 16:00:00,"0.696"
"22976","DECK",2021-05-25 16:15:00,"0.7"
"22977","DECK",2021-05-25 16:30:00,"0.701"
"22978","DECK",2021-05-25 16:45:00,"0.693"
"22979","DECK",2021-05-25 17:00:00,"0.673"
"22980","DECK",2021-05-25 17:15:00,"0.646"
"22981","DECK",2021-05-25 17:30:00,"0.61"
"22982","DECK",2021-05-25 17:45:00,"0.567"
"22983","DECK",2021-05-25 18:00:00,"0.518"
"22984","DECK",2021-05-25 18:15:00,"0.469"
"22985","DECK",2021-05-25 18:30:00,"0.422"
"22986","DECK",2021-05-25 18:45:00,"0.374"
"22987","DECK",2021-05-25 19:00:00,"0.342"
"22988","DECK",2021-05-25 19:15:00,"0.313"
"22989","DECK",2021-05-25 19:30:00,"0.282"
"22990","DECK",2021-05-25 19:45:00,"0.253"
"22991","DECK",2021-05-25 20:00:00,"0.228"
"22992","DECK",2021-05-25 20:15:00,"0.201"
"22993","DECK",2021-05-25 20:30:00,"0.18"
"22994","DECK",2021-05-25 20:45:00,"0.16"
"22995","DECK",2021-05-25 21:00:00,"0.148"
"22996","DECK",2021-05-25 21:15:00,"0.141"
"22997","DECK",2021-05-25 21:30:00,"0.143"
"22998","DECK",2021-05-25 21:45:00,"0.157"
"22999","DECK",2021-05-25 22:00:00,"0.191"
"23000","DECK",2021-05-25 22:15:00,"0.244"
"23001","DECK",2021-05-25 22:30:00,"0.308"
"23002","DECK",2021-05-25 22:45:00,"0.37"
"23003","DECK",2021-05-25 23:00:00,"0.431"
"23004","DECK",2021-05-25 23:15:00,"0.503"
"23005","DECK",2021-05-25 23:30:00,"0.568"
"23006","DECK",2021-05-25 23:45:00,"0.629"
"23007","DECK",2021-05-26,"0.683"
"23008","DECK",2021-05-26 00:15:00,"0.733"
"23009","DECK",2021-05-26 00:30:00,"0.773"
"23010","DECK",2021-05-26 00:45:00,"0.82"
"23011","DECK",2021-05-26 01:00:00,"0.858"
"23012","DECK",2021-05-26 01:15:00,"0.906"
"23013","DECK",2021-05-26 01:30:00,"0.924"
"23014","DECK",2021-05-26 01:45:00,"0.956"
"23015","DECK",2021-05-26 02:00:00,"0.973"
"23016","DECK",2021-05-26 02:15:00,"1.005"
"23017","DECK",2021-05-26 02:30:00,"1.016"
"23018","DECK",2021-05-26 02:45:00,"1.035"
"23019","DECK",2021-05-26 03:00:00,"1.048"
"23020","DECK",2021-05-26 03:15:00,"1.061"
"23021","DECK",2021-05-26 03:30:00,"1.061"
"23022","DECK",2021-05-26 03:45:00,"1.059"
"23023","DECK",2021-05-26 04:00:00,"1.059"
"23024","DECK",2021-05-26 04:15:00,"1.039"
"23025","DECK",2021-05-26 04:30:00,"1.004"
"23026","DECK",2021-05-26 04:45:00,"0.957"
"23027","DECK",2021-05-26 05:00:00,"0.896"
"23028","DECK",2021-05-26 05:15:00,"0.837"
"23029","DECK",2021-05-26 05:30:00,"0.78"
"23030","DECK",2021-05-26 05:45:00,"0.73"
"23031","DECK",2021-05-26 06:00:00,"0.685"
"23032","DECK",2021-05-26 06:15:00,"0.634"
"23033","DECK",2021-05-26 06:30:00,"0.583"
"23034","DECK",2021-05-26 06:45:00,"0.521"
"23035","DECK",2021-05-26 07:00:00,"0.464"
"23036","DECK",2021-05-26 07:15:00,"0.406"
"23037","DECK",2021-05-26 07:30:00,"0.352"
"23038","DECK",2021-05-26 07:45:00,"0.333"
"23039","DECK",2021-05-26 08:00:00,"0.307"
"23040","DECK",2021-05-26 08:15:00,"0.29"
"23041","DECK",2021-05-26 08:30:00,"0.272"
"23042","DECK",2021-05-26 08:45:00,"0.236"
"23043","DECK",2021-05-26 09:00:00,"0.241"
"23044","DECK",2021-05-26 09:15:00,"0.219"
"23045","DECK",2021-05-26 09:30:00,"0.207"
"23046","DECK",2021-05-26 09:45:00,"0.191"
"23047","DECK",2021-05-26 10:00:00,"0.184"
"23048","DECK",2021-05-26 10:15:00,"0.172"
"23049","DECK",2021-05-26 10:30:00,"0.159"
"23050","DECK",2021-05-26 10:45:00,"0.156"
"23051","DECK",2021-05-26 11:00:00,"0.152"
"23052","DECK",2021-05-26 11:15:00,"0.144"
"23053","DECK",2021-05-26 11:30:00,"0.146"
"23054","DECK",2021-05-26 11:45:00,"0.141"
"23055","DECK",2021-05-26 12:00:00,"0.138"
"23056","DECK",2021-05-26 12:15:00,"0.126"
"23057","DECK",2021-05-26 12:30:00,"0.125"
"23058","DECK",2021-05-26 12:45:00,"0.126"
"23059","DECK",2021-05-26 13:00:00,"0.155"
"23060","DECK",2021-05-26 13:15:00,"0.198"
"23061","DECK",2021-05-26 13:30:00,"0.255"
"23062","DECK",2021-05-26 13:45:00,"0.31"
"23063","DECK",2021-05-26 14:00:00,"0.353"
"23064","DECK",2021-05-26 14:15:00,"0.392"
"23065","DECK",2021-05-26 14:30:00,"0.441"
"23066","DECK",2021-05-26 14:45:00,"0.483"
"23067","DECK",2021-05-26 15:00:00,"0.531"
"23068","DECK",2021-05-26 15:15:00,"0.567"
"23069","DECK",2021-05-26 15:30:00,"0.596"
"23070","DECK",2021-05-26 15:45:00,"0.619"
"23071","DECK",2021-05-26 16:00:00,"0.641"
"23072","DECK",2021-05-26 16:15:00,"0.654"
"23073","DECK",2021-05-26 16:30:00,"0.67"
"23074","DECK",2021-05-26 16:45:00,"0.68"
"23075","DECK",2021-05-26 17:00:00,"0.69"
"23076","DECK",2021-05-26 17:15:00,"0.697"
"23077","DECK",2021-05-26 17:30:00,"0.702"
"23078","DECK",2021-05-26 17:45:00,"0.701"
"23079","DECK",2021-05-26 18:00:00,"0.694"
"23080","DECK",2021-05-26 18:15:00,"0.672"
"23081","DECK",2021-05-26 18:30:00,"0.648"
"23082","DECK",2021-05-26 18:45:00,"0.62"
"23083","DECK",2021-05-26 19:00:00,"0.585"
"23084","DECK",2021-05-26 19:15:00,"0.542"
"23085","DECK",2021-05-26 19:30:00,"0.496"
"23086","DECK",2021-05-26 19:45:00,"0.454"
"23087","DECK",2021-05-26 20:00:00,"0.413"
"23088","DECK",2021-05-26 20:15:00,"0.38"
"23089","DECK",2021-05-26 20:30:00,"0.354"
"23090","DECK",2021-05-26 20:45:00,"0.325"
"23091","DECK",2021-05-26 21:00:00,"0.299"
"23092","DECK",2021-05-26 21:15:00,"0.279"
"23093","DECK",2021-05-26 21:30:00,"0.26"
"23094","DECK",2021-05-26 21:45:00,"0.25"
"23095","DECK",2021-05-26 22:00:00,"0.246"
"23096","DECK",2021-05-26 22:15:00,"0.255"
"23097","DECK",2021-05-26 22:30:00,"0.276"
"23098","DECK",2021-05-26 22:45:00,"0.308"
"23099","DECK",2021-05-26 23:00:00,"0.362"
"23100","DECK",2021-05-26 23:15:00,"0.424"
"23101","DECK",2021-05-26 23:30:00,"0.488"
"23102","DECK",2021-05-26 23:45:00,"0.552"
"23103","DECK",2021-05-27,"0.618"
"23104","DECK",2021-05-27 00:15:00,"0.671"
"23105","DECK",2021-05-27 00:30:00,"0.724"
"23106","DECK",2021-05-27 00:45:00,"0.777"
"23107","DECK",2021-05-27 01:00:00,"0.811"
"23108","DECK",2021-05-27 01:15:00,"0.867"
"23109","DECK",2021-05-27 01:30:00,"0.907"
"23110","DECK",2021-05-27 01:45:00,"0.95"
"23111","DECK",2021-05-27 02:00:00,"0.986"
"23112","DECK",2021-05-27 02:15:00,"1.008"
"23113","DECK",2021-05-27 02:30:00,"1.026"
"23114","DECK",2021-05-27 02:45:00,"1.054"
"23115","DECK",2021-05-27 03:00:00,"1.054"
"23116","DECK",2021-05-27 03:15:00,"1.078"
"23117","DECK",2021-05-27 03:30:00,"1.096"
"23118","DECK",2021-05-27 03:45:00,"1.098"
"23119","DECK",2021-05-27 04:00:00,"1.108"
"23120","DECK",2021-05-27 04:15:00,"1.127"
"23121","DECK",2021-05-27 04:30:00,"1.119"
"23122","DECK",2021-05-27 04:45:00,"1.123"
"23123","DECK",2021-05-27 05:00:00,"1.102"
"23124","DECK",2021-05-27 05:15:00,"1.066"
"23125","DECK",2021-05-27 05:30:00,"1.018"
"23126","DECK",2021-05-27 05:45:00,"0.958"
"23127","DECK",2021-05-27 06:00:00,"0.899"
"23128","DECK",2021-05-27 06:15:00,"0.845"
"23129","DECK",2021-05-27 06:30:00,"0.799"
"23130","DECK",2021-05-27 06:45:00,"0.755"
"23131","DECK",2021-05-27 07:00:00,"0.717"
"23132","DECK",2021-05-27 07:15:00,"0.665"
"23133","DECK",2021-05-27 07:30:00,"0.619"
"23134","DECK",2021-05-27 07:45:00,"0.565"
"23135","DECK",2021-05-27 08:00:00,"0.512"
"23136","DECK",2021-05-27 08:15:00,"0.444"
"23137","DECK",2021-05-27 08:30:00,"0.432"
"23138","DECK",2021-05-27 08:45:00,"0.404"
"23139","DECK",2021-05-27 09:00:00,"0.332"
"23140","DECK",2021-05-27 09:15:00,"0.319"
"23141","DECK",2021-05-27 09:30:00,"0.308"
"23142","DECK",2021-05-27 09:45:00,"0.265"
"23143","DECK",2021-05-27 10:00:00,"0.269"
"23144","DECK",2021-05-27 10:15:00,"0.251"
"23145","DECK",2021-05-27 10:30:00,"0.235"
"23146","DECK",2021-05-27 10:45:00,"0.221"
"23147","DECK",2021-05-27 11:00:00,"0.214"
"23148","DECK",2021-05-27 11:15:00,"0.218"
"23149","DECK",2021-05-27 11:30:00,"0.207"
"23150","DECK",2021-05-27 11:45:00,"0.215"
"23151","DECK",2021-05-27 12:00:00,"0.213"
"23152","DECK",2021-05-27 12:15:00,"0.205"
"23153","DECK",2021-05-27 12:30:00,"0.193"
"23154","DECK",2021-05-27 12:45:00,"0.183"
"23155","DECK",2021-05-27 13:00:00,"0.192"
"23156","DECK",2021-05-27 13:15:00,"0.163"
"23157","DECK",2021-05-27 13:30:00,"0.167"
"23158","DECK",2021-05-27 13:45:00,"0.183"
"23159","DECK",2021-05-27 14:00:00,"0.212"
"23160","DECK",2021-05-27 14:15:00,"0.263"
"23161","DECK",2021-05-27 14:30:00,"0.314"
"23162","DECK",2021-05-27 14:45:00,"0.355"
"23163","DECK",2021-05-27 15:00:00,"0.399"
"23164","DECK",2021-05-27 15:15:00,"0.438"
"23165","DECK",2021-05-27 15:30:00,"0.483"
"23166","DECK",2021-05-27 15:45:00,"0.524"
"23167","DECK",2021-05-27 16:00:00,"0.564"
"23168","DECK",2021-05-27 16:15:00,"0.607"
"23169","DECK",2021-05-27 16:30:00,"0.638"
"23170","DECK",2021-05-27 16:45:00,"0.662"
"23171","DECK",2021-05-27 17:00:00,"0.684"
"23172","DECK",2021-05-27 17:15:00,"0.697"
"23173","DECK",2021-05-27 17:30:00,"0.706"
"23174","DECK",2021-05-27 17:45:00,"0.719"
"23175","DECK",2021-05-27 18:00:00,"0.725"
"23176","DECK",2021-05-27 18:15:00,"0.741"
"23177","DECK",2021-05-27 18:30:00,"0.743"
"23178","DECK",2021-05-27 18:45:00,"0.735"
"23179","DECK",2021-05-27 19:00:00,"0.729"
"23180","DECK",2021-05-27 19:15:00,"0.71"
"23181","DECK",2021-05-27 19:30:00,"0.69"
"23182","DECK",2021-05-27 19:45:00,"0.662"
"23183","DECK",2021-05-27 20:00:00,"0.626"
"23184","DECK",2021-05-27 20:15:00,"0.586"
"23185","DECK",2021-05-27 20:30:00,"0.545"
"23186","DECK",2021-05-27 20:45:00,"0.508"
"23187","DECK",2021-05-27 21:00:00,"0.476"
"23188","DECK",2021-05-27 21:15:00,"0.451"
"23189","DECK",2021-05-27 21:30:00,"0.419"
"23190","DECK",2021-05-27 21:45:00,"0.395"
"23191","DECK",2021-05-27 22:00:00,"0.37"
"23192","DECK",2021-05-27 22:15:00,"0.359"
"23193","DECK",2021-05-27 22:30:00,"0.349"
"23194","DECK",2021-05-27 22:45:00,"0.345"
"23195","DECK",2021-05-27 23:00:00,"0.35"
"23196","DECK",2021-05-27 23:15:00,"0.362"
"23197","DECK",2021-05-27 23:30:00,"0.391"
"23198","DECK",2021-05-27 23:45:00,"0.438"
"23199","DECK",2021-05-28,"0.501"
"23200","DECK",2021-05-28 00:15:00,"0.563"
"23201","DECK",2021-05-28 00:30:00,"0.624"
"23202","DECK",2021-05-28 00:45:00,"0.68"
"23203","DECK",2021-05-28 01:00:00,"0.73"
"23204","DECK",2021-05-28 01:15:00,"0.777"
"23205","DECK",2021-05-28 01:30:00,"0.813"
"23206","DECK",2021-05-28 01:45:00,"0.868"
"23207","DECK",2021-05-28 02:00:00,"0.908"
"23208","DECK",2021-05-28 02:15:00,"0.944"
"23209","DECK",2021-05-28 02:30:00,"0.993"
"23210","DECK",2021-05-28 02:45:00,"0.995"
"23211","DECK",2021-05-28 03:00:00,"1.03"
"23212","DECK",2021-05-28 03:15:00,"1.048"
"23213","DECK",2021-05-28 03:30:00,"1.069"
"23214","DECK",2021-05-28 03:45:00,"1.071"
"23215","DECK",2021-05-28 04:00:00,"1.091"
"23216","DECK",2021-05-28 04:15:00,"1.102"
"23217","DECK",2021-05-28 04:30:00,"1.112"
"23218","DECK",2021-05-28 04:45:00,"1.107"
"23219","DECK",2021-05-28 05:00:00,"1.135"
"23220","DECK",2021-05-28 05:15:00,"1.147"
"23221","DECK",2021-05-28 05:30:00,"1.14"
"23222","DECK",2021-05-28 05:45:00,"1.112"
"23223","DECK",2021-05-28 06:00:00,"1.089"
"23224","DECK",2021-05-28 06:15:00,"1.047"
"23225","DECK",2021-05-28 06:30:00,"0.99"
"23226","DECK",2021-05-28 06:45:00,"0.936"
"23227","DECK",2021-05-28 07:00:00,"0.886"
"23228","DECK",2021-05-28 07:15:00,"0.839"
"23229","DECK",2021-05-28 07:30:00,"0.798"
"23230","DECK",2021-05-28 07:45:00,"0.754"
"23231","DECK",2021-05-28 08:00:00,"0.71"
"23232","DECK",2021-05-28 08:15:00,"0.659"
"23233","DECK",2021-05-28 08:30:00,"0.615"
"23234","DECK",2021-05-28 08:45:00,"0.552"
"23235","DECK",2021-05-28 09:00:00,"0.51"
"23236","DECK",2021-05-28 09:15:00,"0.421"
"23237","DECK",2021-05-28 09:30:00,"0.398"
"23238","DECK",2021-05-28 09:45:00,"0.362"
"23239","DECK",2021-05-28 10:00:00,"0.316"
"23240","DECK",2021-05-28 10:15:00,"0.299"
"23241","DECK",2021-05-28 10:30:00,"0.289"
"23242","DECK",2021-05-28 10:45:00,"0.261"
"23243","DECK",2021-05-28 11:00:00,"0.25"
"23244","DECK",2021-05-28 11:15:00,"0.232"
"23245","DECK",2021-05-28 11:30:00,"0.22"
"23246","DECK",2021-05-28 11:45:00,"0.214"
"23247","DECK",2021-05-28 12:00:00,"0.223"
"23248","DECK",2021-05-28 12:15:00,"0.208"
"23249","DECK",2021-05-28 12:30:00,"0.206"
"23250","DECK",2021-05-28 12:45:00,"0.198"
"23251","DECK",2021-05-28 13:00:00,"0.191"
"23252","DECK",2021-05-28 13:15:00,"0.176"
"23253","DECK",2021-05-28 13:30:00,"0.179"
"23254","DECK",2021-05-28 13:45:00,"0.179"
"23255","DECK",2021-05-28 14:00:00,"0.174"
"23256","DECK",2021-05-28 14:15:00,"0.185"
"23257","DECK",2021-05-28 14:30:00,"0.174"
"23258","DECK",2021-05-28 14:45:00,"0.189"
"23259","DECK",2021-05-28 15:00:00,"0.221"
"23260","DECK",2021-05-28 15:15:00,"0.268"
"23261","DECK",2021-05-28 15:30:00,"0.32"
"23262","DECK",2021-05-28 15:45:00,"0.362"
"23263","DECK",2021-05-28 16:00:00,"0.401"
"23264","DECK",2021-05-28 16:15:00,"0.449"
"23265","DECK",2021-05-28 16:30:00,"0.49"
"23266","DECK",2021-05-28 16:45:00,"0.535"
"23267","DECK",2021-05-28 17:00:00,"0.575"
"23268","DECK",2021-05-28 17:15:00,"0.607"
"23269","DECK",2021-05-28 17:30:00,"0.643"
"23270","DECK",2021-05-28 17:45:00,"0.657"
"23271","DECK",2021-05-28 18:00:00,"0.677"
"23272","DECK",2021-05-28 18:15:00,"0.692"
"23273","DECK",2021-05-28 18:30:00,"0.703"
"23274","DECK",2021-05-28 18:45:00,"0.718"
"23275","DECK",2021-05-28 19:00:00,"0.729"
"23276","DECK",2021-05-28 19:15:00,"0.737"
"23277","DECK",2021-05-28 19:30:00,"0.741"
"23278","DECK",2021-05-28 19:45:00,"0.742"
"23279","DECK",2021-05-28 20:00:00,"0.735"
"23280","DECK",2021-05-28 20:15:00,"0.725"
"23281","DECK",2021-05-28 20:30:00,"0.703"
"23282","DECK",2021-05-28 20:45:00,"0.67"
"23283","DECK",2021-05-28 21:00:00,"0.635"
"23284","DECK",2021-05-28 21:15:00,"0.593"
"23285","DECK",2021-05-28 21:30:00,"0.554"
"23286","DECK",2021-05-28 21:45:00,"0.514"
"23287","DECK",2021-05-28 22:00:00,"0.473"
"23288","DECK",2021-05-28 22:15:00,"0.454"
"23289","DECK",2021-05-28 22:30:00,"0.431"
"23290","DECK",2021-05-28 22:45:00,"0.396"
"23291","DECK",2021-05-28 23:00:00,"0.38"
"23292","DECK",2021-05-28 23:15:00,"0.369"
"23293","DECK",2021-05-28 23:30:00,"0.363"
"23294","DECK",2021-05-28 23:45:00,"0.357"
"23295","DECK",2021-05-29,"0.374"
"23296","DECK",2021-05-29 00:15:00,"0.396"
"23297","DECK",2021-05-29 00:30:00,"0.432"
"23298","DECK",2021-05-29 00:45:00,"0.479"
"23299","DECK",2021-05-29 01:00:00,"0.538"
"23300","DECK",2021-05-29 01:15:00,"0.594"
"23301","DECK",2021-05-29 01:30:00,"0.648"
"23302","DECK",2021-05-29 01:45:00,"0.691"
"23303","DECK",2021-05-29 02:00:00,"0.735"
"23304","DECK",2021-05-29 02:15:00,"0.775"
"23305","DECK",2021-05-29 02:30:00,"0.817"
"23306","DECK",2021-05-29 02:45:00,"0.861"
"23307","DECK",2021-05-29 03:00:00,"0.893"
"23308","DECK",2021-05-29 03:15:00,"0.931"
"23309","DECK",2021-05-29 03:30:00,"0.972"
"23310","DECK",2021-05-29 03:45:00,"0.995"
"23311","DECK",2021-05-29 04:00:00,"1.014"
"23312","DECK",2021-05-29 04:15:00,"1.03"
"23313","DECK",2021-05-29 04:30:00,"1.046"
"23314","DECK",2021-05-29 04:45:00,"1.023"
"23315","DECK",2021-05-29 05:00:00,"1.054"
"23316","DECK",2021-05-29 05:15:00,"1.078"
"23317","DECK",2021-05-29 05:30:00,"1.083"
"23318","DECK",2021-05-29 05:45:00,"1.101"
"23319","DECK",2021-05-29 06:00:00,"1.097"
"23320","DECK",2021-05-29 06:15:00,"1.095"
"23321","DECK",2021-05-29 06:30:00,"1.094"
"23322","DECK",2021-05-29 06:45:00,"1.069"
"23323","DECK",2021-05-29 07:00:00,"1.023"
"23324","DECK",2021-05-29 07:15:00,"0.966"
"23325","DECK",2021-05-29 07:30:00,"0.916"
"23326","DECK",2021-05-29 07:45:00,"0.864"
"23327","DECK",2021-05-29 08:00:00,"0.817"
"23328","DECK",2021-05-29 08:15:00,"0.777"
"23329","DECK",2021-05-29 08:30:00,"0.732"
"23330","DECK",2021-05-29 08:45:00,"0.693"
"23331","DECK",2021-05-29 09:00:00,"0.638"
"23332","DECK",2021-05-29 09:15:00,"0.596"
"23333","DECK",2021-05-29 09:30:00,"0.532"
"23334","DECK",2021-05-29 09:45:00,"0.498"
"23335","DECK",2021-05-29 10:00:00,"0.438"
"23336","DECK",2021-05-29 10:15:00,"0.383"
"23337","DECK",2021-05-29 10:30:00,"0.342"
"23338","DECK",2021-05-29 10:45:00,"0.314"
"23339","DECK",2021-05-29 11:00:00,"0.276"
"23340","DECK",2021-05-29 11:15:00,"0.264"
"23341","DECK",2021-05-29 11:30:00,"0.24"
"23342","DECK",2021-05-29 11:45:00,"0.243"
"23343","DECK",2021-05-29 12:00:00,"0.21"
"23344","DECK",2021-05-29 12:15:00,"0.184"
"23345","DECK",2021-05-29 12:30:00,"0.204"
"23346","DECK",2021-05-29 12:45:00,"0.196"
"23347","DECK",2021-05-29 13:00:00,"0.174"
"23348","DECK",2021-05-29 13:15:00,"0.188"
"23349","DECK",2021-05-29 13:30:00,"0.156"
"23350","DECK",2021-05-29 13:45:00,"0.178"
"23351","DECK",2021-05-29 14:00:00,"0.156"
"23352","DECK",2021-05-29 14:15:00,"0.155"
"23353","DECK",2021-05-29 14:30:00,"0.137"
"23354","DECK",2021-05-29 14:45:00,"0.136"
"23355","DECK",2021-05-29 15:00:00,"0.109"
"23356","DECK",2021-05-29 15:15:00,"0.137"
"23357","DECK",2021-05-29 15:30:00,"0.151"
"23358","DECK",2021-05-29 15:45:00,"0.182"
"23359","DECK",2021-05-29 16:00:00,"0.203"
"23360","DECK",2021-05-29 16:15:00,"0.277"
"23361","DECK",2021-05-29 16:30:00,"0.318"
"23362","DECK",2021-05-29 16:45:00,"0.377"
"23363","DECK",2021-05-29 17:00:00,"0.418"
"23364","DECK",2021-05-29 17:15:00,"0.458"
"23365","DECK",2021-05-29 17:30:00,"0.498"
"23366","DECK",2021-05-29 17:45:00,"0.54"
"23367","DECK",2021-05-29 18:00:00,"0.575"
"23368","DECK",2021-05-29 18:15:00,"0.596"
"23369","DECK",2021-05-29 18:30:00,"0.618"
"23370","DECK",2021-05-29 18:45:00,"0.645"
"23371","DECK",2021-05-29 19:00:00,"0.663"
"23372","DECK",2021-05-29 19:15:00,"0.685"
"23373","DECK",2021-05-29 19:30:00,"0.705"
"23374","DECK",2021-05-29 19:45:00,"0.719"
"23375","DECK",2021-05-29 20:00:00,"0.739"
"23376","DECK",2021-05-29 20:15:00,"0.758"
"23377","DECK",2021-05-29 20:30:00,"0.764"
"23378","DECK",2021-05-29 20:45:00,"0.757"
"23379","DECK",2021-05-29 21:00:00,"0.749"
"23380","DECK",2021-05-29 21:15:00,"0.739"
"23381","DECK",2021-05-29 21:30:00,"0.718"
"23382","DECK",2021-05-29 21:45:00,"0.687"
"23383","DECK",2021-05-29 22:00:00,"0.655"
"23384","DECK",2021-05-29 22:15:00,"0.618"
"23385","DECK",2021-05-29 22:30:00,"0.585"
"23386","DECK",2021-05-29 22:45:00,"0.55"
"23387","DECK",2021-05-29 23:00:00,"0.522"
"23388","DECK",2021-05-29 23:15:00,"0.493"
"23389","DECK",2021-05-29 23:30:00,"0.466"
"23390","DECK",2021-05-29 23:45:00,"0.441"
"23391","DECK",2021-05-30,"0.425"
"23392","DECK",2021-05-30 00:15:00,"0.416"
"23393","DECK",2021-05-30 00:30:00,"0.394"
"23394","DECK",2021-05-30 00:45:00,"0.398"
"23395","DECK",2021-05-30 01:00:00,"0.396"
"23396","DECK",2021-05-30 01:15:00,"0.41"
"23397","DECK",2021-05-30 01:30:00,"0.437"
"23398","DECK",2021-05-30 01:45:00,"0.477"
"23399","DECK",2021-05-30 02:00:00,"0.521"
"23400","DECK",2021-05-30 02:15:00,"0.575"
"23401","DECK",2021-05-30 02:30:00,"0.624"
"23402","DECK",2021-05-30 02:45:00,"0.666"
"23403","DECK",2021-05-30 03:00:00,"0.702"
"23404","DECK",2021-05-30 03:15:00,"0.738"
"23405","DECK",2021-05-30 03:30:00,"0.776"
"23406","DECK",2021-05-30 03:45:00,"0.811"
"23407","DECK",2021-05-30 04:00:00,"0.844"
"23408","DECK",2021-05-30 04:15:00,"0.881"
"23409","DECK",2021-05-30 04:30:00,"0.899"
"23410","DECK",2021-05-30 04:45:00,"0.942"
"23411","DECK",2021-05-30 05:00:00,"0.94"
"23412","DECK",2021-05-30 05:15:00,"0.984"
"23413","DECK",2021-05-30 05:30:00,"0.996"
"23414","DECK",2021-05-30 05:45:00,"1.005"
"23415","DECK",2021-05-30 06:00:00,"1.022"
"23416","DECK",2021-05-30 06:15:00,"1.031"
"23417","DECK",2021-05-30 06:30:00,"1.031"
"23418","DECK",2021-05-30 06:45:00,"1.032"
"23419","DECK",2021-05-30 07:00:00,"1.027"
"23420","DECK",2021-05-30 07:15:00,"1.014"
"23421","DECK",2021-05-30 07:30:00,"0.99"
"23422","DECK",2021-05-30 07:45:00,"0.949"
"23423","DECK",2021-05-30 08:00:00,"0.899"
"23424","DECK",2021-05-30 08:15:00,"0.851"
"23425","DECK",2021-05-30 08:30:00,"0.808"
"23426","DECK",2021-05-30 08:45:00,"0.765"
"23427","DECK",2021-05-30 09:00:00,"0.719"
"23428","DECK",2021-05-30 09:15:00,"0.676"
"23429","DECK",2021-05-30 09:30:00,"0.631"
"23430","DECK",2021-05-30 09:45:00,"0.564"
"23431","DECK",2021-05-30 10:00:00,"0.519"
"23432","DECK",2021-05-30 10:15:00,"0.439"
"23433","DECK",2021-05-30 10:30:00,"0.405"
"23434","DECK",2021-05-30 10:45:00,"0.349"
"23435","DECK",2021-05-30 11:00:00,"0.307"
"23436","DECK",2021-05-30 11:15:00,"0.278"
"23437","DECK",2021-05-30 11:30:00,"0.257"
"23438","DECK",2021-05-30 11:45:00,"0.235"
"23439","DECK",2021-05-30 12:00:00,"0.218"
"23440","DECK",2021-05-30 12:15:00,"0.197"
"23441","DECK",2021-05-30 12:30:00,"0.186"
"23442","DECK",2021-05-30 12:45:00,"0.179"
"23443","DECK",2021-05-30 13:00:00,"0.17"
"23444","DECK",2021-05-30 13:15:00,"0.147"
"23445","DECK",2021-05-30 13:30:00,"0.138"
"23446","DECK",2021-05-30 13:45:00,"0.148"
"23447","DECK",2021-05-30 14:00:00,"0.137"
"23448","DECK",2021-05-30 14:15:00,"0.127"
"23449","DECK",2021-05-30 14:30:00,"0.119"
"23450","DECK",2021-05-30 14:45:00,"0.115"
"23451","DECK",2021-05-30 15:00:00,"0.118"
"23452","DECK",2021-05-30 15:15:00,"0.101"
"23453","DECK",2021-05-30 15:30:00,"0.112"
"23454","DECK",2021-05-30 15:45:00,"0.095"
"23455","DECK",2021-05-30 16:00:00,"0.092"
"23456","DECK",2021-05-30 16:15:00,"0.098"
"23457","DECK",2021-05-30 16:30:00,"0.123"
"23458","DECK",2021-05-30 16:45:00,"0.159"
"23459","DECK",2021-05-30 17:00:00,"0.199"
"23460","DECK",2021-05-30 17:15:00,"0.236"
"23461","DECK",2021-05-30 17:30:00,"0.287"
"23462","DECK",2021-05-30 17:45:00,"0.33"
"23463","DECK",2021-05-30 18:00:00,"0.379"
"23464","DECK",2021-05-30 18:15:00,"0.424"
"23465","DECK",2021-05-30 18:30:00,"0.476"
"23466","DECK",2021-05-30 18:45:00,"0.51"
"23467","DECK",2021-05-30 19:00:00,"0.542"
"23468","DECK",2021-05-30 19:15:00,"0.567"
"23469","DECK",2021-05-30 19:30:00,"0.588"
"23470","DECK",2021-05-30 19:45:00,"0.61"
"23471","DECK",2021-05-30 20:00:00,"0.633"
"23472","DECK",2021-05-30 20:15:00,"0.651"
"23473","DECK",2021-05-30 20:30:00,"0.665"
"23474","DECK",2021-05-30 20:45:00,"0.679"
"23475","DECK",2021-05-30 21:00:00,"0.697"
"23476","DECK",2021-05-30 21:15:00,"0.71"
"23477","DECK",2021-05-30 21:30:00,"0.718"
"23478","DECK",2021-05-30 21:45:00,"0.722"
