"","Station","Datetime","Depth_m"
"1","DECK",2019-05-31,"0.742"
"2","DECK",2019-05-31 00:15:00,"0.837"
"3","DECK",2019-05-31 00:30:00,"0.843"
"4","DECK",2019-05-31 00:45:00,"0.835"
"5","DECK",2019-05-31 01:00:00,"0.819"
"6","DECK",2019-05-31 01:15:00,"0.869"
"7","DECK",2019-05-31 01:30:00,"0.88"
"8","DECK",2019-05-31 01:45:00,"0.926"
"9","DECK",2019-05-31 02:00:00,"0.919"
"10","DECK",2019-05-31 02:15:00,"0.911"
"11","DECK",2019-05-31 02:30:00,"0.939"
"12","DECK",2019-05-31 02:45:00,"0.914"
"13","DECK",2019-05-31 03:00:00,"0.903"
"14","DECK",2019-05-31 03:15:00,"0.873"
"15","DECK",2019-05-31 03:30:00,"0.832"
"16","DECK",2019-05-31 03:45:00,"0.781"
"17","DECK",2019-05-31 04:00:00,"0.73"
"18","DECK",2019-05-31 04:15:00,"0.676"
"19","DECK",2019-05-31 04:30:00,"0.613"
"20","DECK",2019-05-31 04:45:00,"0.57"
"21","DECK",2019-05-31 05:00:00,"0.519"
"22","DECK",2019-05-31 05:15:00,"0.455"
"23","DECK",2019-05-31 05:30:00,"0.417"
"24","DECK",2019-05-31 05:45:00,"0.386"
"25","DECK",2019-05-31 06:00:00,"0.342"
"26","DECK",2019-05-31 06:15:00,"0.31"
"27","DECK",2019-05-31 06:30:00,"0.266"
"28","DECK",2019-05-31 06:45:00,"0.241"
"29","DECK",2019-05-31 07:00:00,"0.201"
"30","DECK",2019-05-31 07:15:00,"0.192"
"31","DECK",2019-05-31 07:30:00,"0.172"
"32","DECK",2019-05-31 07:45:00,"0.136"
"33","DECK",2019-05-31 08:00:00,"0.09"
"34","DECK",2019-05-31 08:15:00,"0.098"
"35","DECK",2019-05-31 08:30:00,"0.089"
"36","DECK",2019-05-31 08:45:00,"0.079"
"37","DECK",2019-05-31 09:00:00,"0.086"
"38","DECK",2019-05-31 09:15:00,"0.09"
"39","DECK",2019-05-31 09:30:00,"0.093"
"40","DECK",2019-05-31 09:45:00,"0.105"
"41","DECK",2019-05-31 10:00:00,"0.122"
"42","DECK",2019-05-31 10:15:00,"0.153"
"43","DECK",2019-05-31 10:30:00,"0.194"
"44","DECK",2019-05-31 10:45:00,"0.237"
"45","DECK",2019-05-31 11:00:00,"0.279"
"46","DECK",2019-05-31 11:15:00,"0.34"
"47","DECK",2019-05-31 11:30:00,"0.404"
"48","DECK",2019-05-31 11:45:00,"0.466"
"49","DECK",2019-05-31 12:00:00,"0.521"
"50","DECK",2019-05-31 12:15:00,"0.569"
"51","DECK",2019-05-31 12:30:00,"0.612"
"52","DECK",2019-05-31 12:45:00,"0.652"
"53","DECK",2019-05-31 13:00:00,"0.685"
"54","DECK",2019-05-31 13:15:00,"0.729"
"55","DECK",2019-05-31 13:30:00,"0.753"
"56","DECK",2019-05-31 13:45:00,"0.776"
"57","DECK",2019-05-31 14:00:00,"0.792"
"58","DECK",2019-05-31 14:15:00,"0.8"
"59","DECK",2019-05-31 14:30:00,"0.807"
"60","DECK",2019-05-31 14:45:00,"0.805"
"61","DECK",2019-05-31 15:00:00,"0.804"
"62","DECK",2019-05-31 15:15:00,"0.794"
"63","DECK",2019-05-31 15:30:00,"0.773"
"64","DECK",2019-05-31 15:45:00,"0.752"
"65","DECK",2019-05-31 16:00:00,"0.721"
"66","DECK",2019-05-31 16:15:00,"0.689"
"67","DECK",2019-05-31 16:30:00,"0.65"
"68","DECK",2019-05-31 16:45:00,"0.612"
"69","DECK",2019-05-31 17:00:00,"0.577"
"70","DECK",2019-05-31 17:15:00,"0.547"
"71","DECK",2019-05-31 17:30:00,"0.518"
"72","DECK",2019-05-31 17:45:00,"0.489"
"73","DECK",2019-05-31 18:00:00,"0.457"
"74","DECK",2019-05-31 18:15:00,"0.424"
"75","DECK",2019-05-31 18:30:00,"0.396"
"76","DECK",2019-05-31 18:45:00,"0.373"
"77","DECK",2019-05-31 19:00:00,"0.348"
"78","DECK",2019-05-31 19:15:00,"0.326"
"79","DECK",2019-05-31 19:30:00,"0.306"
"80","DECK",2019-05-31 19:45:00,"0.285"
"81","DECK",2019-05-31 20:00:00,"0.278"
"82","DECK",2019-05-31 20:15:00,"0.273"
"83","DECK",2019-05-31 20:30:00,"0.274"
"84","DECK",2019-05-31 20:45:00,"0.282"
"85","DECK",2019-05-31 21:00:00,"0.3"
"86","DECK",2019-05-31 21:15:00,"0.337"
"87","DECK",2019-05-31 21:30:00,"0.379"
"88","DECK",2019-05-31 21:45:00,"0.438"
"89","DECK",2019-05-31 22:00:00,"0.505"
"90","DECK",2019-05-31 22:15:00,"0.574"
"91","DECK",2019-05-31 22:30:00,"0.637"
"92","DECK",2019-05-31 22:45:00,"0.686"
"93","DECK",2019-05-31 23:00:00,"0.741"
"94","DECK",2019-05-31 23:15:00,"0.79"
"95","DECK",2019-05-31 23:30:00,"0.841"
"96","DECK",2019-05-31 23:45:00,"0.889"
"97","DECK",2019-06-01,"0.936"
"98","DECK",2019-06-01 00:15:00,"0.982"
"99","DECK",2019-06-01 00:30:00,"1.015"
"100","DECK",2019-06-01 00:45:00,"1.058"
"101","DECK",2019-06-01 01:00:00,"1.089"
"102","DECK",2019-06-01 01:15:00,"1.105"
"103","DECK",2019-06-01 01:30:00,"1.127"
"104","DECK",2019-06-01 01:45:00,"1.14"
"105","DECK",2019-06-01 02:00:00,"1.174"
"106","DECK",2019-06-01 02:15:00,"1.121"
"107","DECK",2019-06-01 02:30:00,"1.181"
"108","DECK",2019-06-01 02:45:00,"1.176"
"109","DECK",2019-06-01 03:00:00,"1.162"
"110","DECK",2019-06-01 03:15:00,"1.139"
"111","DECK",2019-06-01 03:30:00,"1.105"
"112","DECK",2019-06-01 03:45:00,"1.064"
"113","DECK",2019-06-01 04:00:00,"1.014"
"114","DECK",2019-06-01 04:15:00,"0.963"
"115","DECK",2019-06-01 04:30:00,"0.911"
"116","DECK",2019-06-01 04:45:00,"0.865"
"117","DECK",2019-06-01 05:00:00,"0.817"
"118","DECK",2019-06-01 05:15:00,"0.77"
"119","DECK",2019-06-01 05:30:00,"0.725"
"120","DECK",2019-06-01 05:45:00,"0.68"
"121","DECK",2019-06-01 06:00:00,"0.633"
"122","DECK",2019-06-01 06:15:00,"0.586"
"123","DECK",2019-06-01 06:30:00,"0.54"
"124","DECK",2019-06-01 06:45:00,"0.492"
"125","DECK",2019-06-01 07:00:00,"0.369"
"126","DECK",2019-06-01 07:15:00,"0.32"
"127","DECK",2019-06-01 07:30:00,"0.292"
"128","DECK",2019-06-01 07:45:00,"0.215"
"129","DECK",2019-06-01 08:00:00,"0.196"
"130","DECK",2019-06-01 08:15:00,"0.145"
"131","DECK",2019-06-01 08:30:00,"0.11"
"132","DECK",2019-06-01 08:45:00,"0.074"
"133","DECK",2019-06-01 09:00:00,"0.07"
"134","DECK",2019-06-01 09:15:00,"0.036"
"135","DECK",2019-06-01 09:30:00,"0.04"
"136","DECK",2019-06-01 09:45:00,"0.066"
"137","DECK",2019-06-01 10:00:00,"0.101"
"138","DECK",2019-06-01 10:15:00,"0.12"
"139","DECK",2019-06-01 10:30:00,"0.13"
"140","DECK",2019-06-01 10:45:00,"0.148"
"141","DECK",2019-06-01 11:00:00,"0.164"
"142","DECK",2019-06-01 11:15:00,"0.194"
"143","DECK",2019-06-01 11:30:00,"0.26"
"144","DECK",2019-06-01 11:45:00,"0.325"
"145","DECK",2019-06-01 12:00:00,"0.397"
"146","DECK",2019-06-01 12:15:00,"0.473"
"147","DECK",2019-06-01 12:30:00,"0.535"
"148","DECK",2019-06-01 12:45:00,"0.591"
"149","DECK",2019-06-01 13:00:00,"0.643"
"150","DECK",2019-06-01 13:15:00,"0.693"
"151","DECK",2019-06-01 13:30:00,"0.742"
"152","DECK",2019-06-01 13:45:00,"0.785"
"153","DECK",2019-06-01 14:00:00,"0.822"
"154","DECK",2019-06-01 14:15:00,"0.85"
"155","DECK",2019-06-01 14:30:00,"0.86"
"156","DECK",2019-06-01 14:45:00,"0.877"
"157","DECK",2019-06-01 15:00:00,"0.894"
"158","DECK",2019-06-01 15:15:00,"0.902"
"159","DECK",2019-06-01 15:30:00,"0.909"
"160","DECK",2019-06-01 15:45:00,"0.913"
"161","DECK",2019-06-01 16:00:00,"0.911"
"162","DECK",2019-06-01 16:15:00,"0.904"
"163","DECK",2019-06-01 16:30:00,"0.895"
"164","DECK",2019-06-01 16:45:00,"0.866"
"165","DECK",2019-06-01 17:00:00,"0.844"
"166","DECK",2019-06-01 17:15:00,"0.811"
"167","DECK",2019-06-01 17:30:00,"0.776"
"168","DECK",2019-06-01 17:45:00,"0.742"
"169","DECK",2019-06-01 18:00:00,"0.698"
"170","DECK",2019-06-01 18:15:00,"0.659"
"171","DECK",2019-06-01 18:30:00,"0.635"
"172","DECK",2019-06-01 18:45:00,"0.614"
"173","DECK",2019-06-01 19:00:00,"0.581"
"174","DECK",2019-06-01 19:15:00,"0.557"
"175","DECK",2019-06-01 19:30:00,"0.531"
"176","DECK",2019-06-01 19:45:00,"0.512"
"177","DECK",2019-06-01 20:00:00,"0.489"
"178","DECK",2019-06-01 20:15:00,"0.468"
"179","DECK",2019-06-01 20:30:00,"0.452"
"180","DECK",2019-06-01 20:45:00,"0.448"
"181","DECK",2019-06-01 21:00:00,"0.448"
"182","DECK",2019-06-01 21:15:00,"0.459"
"183","DECK",2019-06-01 21:30:00,"0.48"
"184","DECK",2019-06-01 21:45:00,"0.515"
"185","DECK",2019-06-01 22:00:00,"0.55"
"186","DECK",2019-06-01 22:15:00,"0.61"
"187","DECK",2019-06-01 22:30:00,"0.673"
"188","DECK",2019-06-01 22:45:00,"0.741"
"189","DECK",2019-06-01 23:00:00,"0.803"
"190","DECK",2019-06-01 23:15:00,"0.859"
"191","DECK",2019-06-01 23:30:00,"0.911"
"192","DECK",2019-06-01 23:45:00,"0.963"
"193","DECK",2019-06-02,"1.011"
"194","DECK",2019-06-02 00:15:00,"1.056"
"195","DECK",2019-06-02 00:30:00,"1.105"
"196","DECK",2019-06-02 00:45:00,"1.15"
"197","DECK",2019-06-02 01:00:00,"1.191"
"198","DECK",2019-06-02 01:15:00,"1.218"
"199","DECK",2019-06-02 01:30:00,"1.249"
"200","DECK",2019-06-02 01:45:00,"1.283"
"201","DECK",2019-06-02 02:00:00,"1.303"
"202","DECK",2019-06-02 02:15:00,"1.326"
"203","DECK",2019-06-02 02:30:00,"1.34"
"204","DECK",2019-06-02 02:45:00,"1.349"
"205","DECK",2019-06-02 03:00:00,"1.352"
"206","DECK",2019-06-02 03:15:00,"1.349"
"207","DECK",2019-06-02 03:30:00,"1.332"
"208","DECK",2019-06-02 03:45:00,"1.307"
"209","DECK",2019-06-02 04:00:00,"1.27"
"210","DECK",2019-06-02 04:15:00,"1.227"
"211","DECK",2019-06-02 04:30:00,"1.176"
"212","DECK",2019-06-02 04:45:00,"1.114"
"213","DECK",2019-06-02 05:00:00,"1.066"
"214","DECK",2019-06-02 05:15:00,"1.023"
"215","DECK",2019-06-02 05:30:00,"0.984"
"216","DECK",2019-06-02 05:45:00,"0.946"
"217","DECK",2019-06-02 06:00:00,"0.912"
"218","DECK",2019-06-02 06:15:00,"0.864"
"219","DECK",2019-06-02 06:30:00,"0.806"
"220","DECK",2019-06-02 06:45:00,"0.764"
"221","DECK",2019-06-02 07:00:00,"0.727"
"222","DECK",2019-06-02 07:15:00,"0.676"
"223","DECK",2019-06-02 07:30:00,"0.636"
"224","DECK",2019-06-02 07:45:00,"0.521"
"225","DECK",2019-06-02 08:00:00,"0.485"
"226","DECK",2019-06-02 08:15:00,"0.45"
"227","DECK",2019-06-02 08:30:00,"0.419"
"228","DECK",2019-06-02 08:45:00,"0.397"
"229","DECK",2019-06-02 09:00:00,"0.364"
"230","DECK",2019-06-02 09:15:00,"0.337"
"231","DECK",2019-06-02 09:30:00,"0.315"
"232","DECK",2019-06-02 09:45:00,"0.194"
"233","DECK",2019-06-02 10:00:00,"0.248"
"234","DECK",2019-06-02 10:15:00,"0.2"
"235","DECK",2019-06-02 10:30:00,"0.138"
"236","DECK",2019-06-02 10:45:00,"0.125"
"237","DECK",2019-06-02 11:00:00,"0.107"
"238","DECK",2019-06-02 11:15:00,"0.131"
"239","DECK",2019-06-02 11:30:00,"0.117"
"240","DECK",2019-06-02 11:45:00,"0.134"
"241","DECK",2019-06-02 12:00:00,"0.199"
"242","DECK",2019-06-02 12:15:00,"0.293"
"243","DECK",2019-06-02 12:30:00,"0.372"
"244","DECK",2019-06-02 12:45:00,"0.456"
"245","DECK",2019-06-02 13:00:00,"0.545"
"246","DECK",2019-06-02 13:15:00,"0.6"
"247","DECK",2019-06-02 13:30:00,"0.657"
"248","DECK",2019-06-02 13:45:00,"0.7"
"249","DECK",2019-06-02 14:00:00,"0.742"
"250","DECK",2019-06-02 14:15:00,"0.782"
"251","DECK",2019-06-02 14:30:00,"0.82"
"252","DECK",2019-06-02 14:45:00,"0.86"
"253","DECK",2019-06-02 15:00:00,"0.891"
"254","DECK",2019-06-02 15:15:00,"0.911"
"255","DECK",2019-06-02 15:30:00,"0.932"
"256","DECK",2019-06-02 15:45:00,"0.95"
"257","DECK",2019-06-02 16:00:00,"0.96"
"258","DECK",2019-06-02 16:15:00,"0.967"
"259","DECK",2019-06-02 16:30:00,"0.972"
"260","DECK",2019-06-02 16:45:00,"0.974"
"261","DECK",2019-06-02 17:00:00,"0.973"
"262","DECK",2019-06-02 17:15:00,"0.963"
"263","DECK",2019-06-02 17:30:00,"0.944"
"264","DECK",2019-06-02 17:45:00,"0.917"
"265","DECK",2019-06-02 18:00:00,"0.888"
"266","DECK",2019-06-02 18:15:00,"0.858"
"267","DECK",2019-06-02 18:30:00,"0.817"
"268","DECK",2019-06-02 18:45:00,"0.788"
"269","DECK",2019-06-02 19:00:00,"0.757"
"270","DECK",2019-06-02 19:15:00,"0.729"
"271","DECK",2019-06-02 19:30:00,"0.706"
"272","DECK",2019-06-02 19:45:00,"0.679"
"273","DECK",2019-06-02 20:00:00,"0.656"
"274","DECK",2019-06-02 20:15:00,"0.63"
"275","DECK",2019-06-02 20:30:00,"0.613"
"276","DECK",2019-06-02 20:45:00,"0.595"
"277","DECK",2019-06-02 21:00:00,"0.582"
"278","DECK",2019-06-02 21:15:00,"0.568"
"279","DECK",2019-06-02 21:30:00,"0.563"
"280","DECK",2019-06-02 21:45:00,"0.567"
"281","DECK",2019-06-02 22:00:00,"0.585"
"282","DECK",2019-06-02 22:15:00,"0.6"
"283","DECK",2019-06-02 22:30:00,"0.628"
"284","DECK",2019-06-02 22:45:00,"0.667"
"285","DECK",2019-06-02 23:00:00,"0.713"
"286","DECK",2019-06-02 23:15:00,"0.769"
"287","DECK",2019-06-02 23:30:00,"0.832"
"288","DECK",2019-06-02 23:45:00,"0.886"
"289","DECK",2019-06-03,"0.935"
"290","DECK",2019-06-03 00:15:00,"0.983"
"291","DECK",2019-06-03 00:30:00,"1.073"
"292","DECK",2019-06-03 00:45:00,"1.127"
"293","DECK",2019-06-03 01:00:00,"1.178"
"294","DECK",2019-06-03 01:15:00,"1.447"
"295","DECK",2019-06-03 01:30:00,"1.493"
"296","DECK",2019-06-03 01:45:00,"1.529"
"297","DECK",2019-06-03 02:00:00,"1.557"
"298","DECK",2019-06-03 02:15:00,"1.584"
"299","DECK",2019-06-03 02:30:00,"1.605"
"300","DECK",2019-06-03 02:45:00,"1.623"
"301","DECK",2019-06-03 03:00:00,"1.634"
"302","DECK",2019-06-03 03:15:00,"1.634"
"303","DECK",2019-06-03 03:30:00,"1.633"
"304","DECK",2019-06-03 03:45:00,"1.619"
"305","DECK",2019-06-03 04:00:00,"1.602"
"306","DECK",2019-06-03 04:15:00,"1.576"
"307","DECK",2019-06-03 04:30:00,"1.276"
"308","DECK",2019-06-03 04:45:00,"1.235"
"309","DECK",2019-06-03 05:00:00,"1.182"
"310","DECK",2019-06-03 05:15:00,"1.127"
"311","DECK",2019-06-03 05:30:00,"1.083"
"312","DECK",2019-06-03 05:45:00,"1.053"
"313","DECK",2019-06-03 06:00:00,"1.042"
"314","DECK",2019-06-03 06:15:00,"1.017"
"315","DECK",2019-06-03 06:30:00,"0.996"
"316","DECK",2019-06-03 06:45:00,"0.959"
"317","DECK",2019-06-03 07:00:00,"0.977"
"318","DECK",2019-06-03 07:15:00,"0.833"
"319","DECK",2019-06-03 07:30:00,"0.733"
"320","DECK",2019-06-03 07:45:00,"0.623"
"321","DECK",2019-06-03 08:00:00,"0.415"
"322","DECK",2019-06-03 08:15:00,"0.525"
"323","DECK",2019-06-03 08:30:00,"0.417"
"324","DECK",2019-06-03 08:45:00,"0.442"
"325","DECK",2019-06-03 09:00:00,"0.359"
"326","DECK",2019-06-03 09:15:00,"0.349"
"327","DECK",2019-06-03 09:30:00,"0.328"
"328","DECK",2019-06-03 09:45:00,"0.297"
"329","DECK",2019-06-03 10:00:00,"0.3"
"330","DECK",2019-06-03 10:15:00,"0.345"
"331","DECK",2019-06-03 10:30:00,"0.314"
"332","DECK",2019-06-03 10:45:00,"0.309"
"333","DECK",2019-06-03 11:00:00,"0.275"
"334","DECK",2019-06-03 11:15:00,"0.258"
"335","DECK",2019-06-03 11:30:00,"0.262"
"336","DECK",2019-06-03 11:45:00,"0.222"
"337","DECK",2019-06-03 12:00:00,"0.224"
"338","DECK",2019-06-03 12:15:00,"0.163"
"339","DECK",2019-06-03 12:30:00,"0.146"
"340","DECK",2019-06-03 12:45:00,"0.188"
"341","DECK",2019-06-03 13:00:00,"0.29"
"342","DECK",2019-06-03 13:15:00,"0.381"
"343","DECK",2019-06-03 13:30:00,"0.416"
"344","DECK",2019-06-03 13:45:00,"0.527"
"345","DECK",2019-06-03 14:00:00,"0.604"
"346","DECK",2019-06-03 14:15:00,"0.653"
"347","DECK",2019-06-03 14:30:00,"0.697"
"348","DECK",2019-06-03 14:45:00,"0.734"
"349","DECK",2019-06-03 15:00:00,"0.774"
"350","DECK",2019-06-03 15:15:00,"0.811"
"351","DECK",2019-06-03 15:30:00,"0.847"
"352","DECK",2019-06-03 15:45:00,"0.875"
"353","DECK",2019-06-03 16:00:00,"0.899"
"354","DECK",2019-06-03 16:15:00,"0.918"
"355","DECK",2019-06-03 16:30:00,"0.934"
"356","DECK",2019-06-03 16:45:00,"0.949"
"357","DECK",2019-06-03 17:00:00,"0.963"
"358","DECK",2019-06-03 17:15:00,"0.97"
"359","DECK",2019-06-03 17:30:00,"0.971"
"360","DECK",2019-06-03 17:45:00,"0.966"
"361","DECK",2019-06-03 18:00:00,"0.957"
"362","DECK",2019-06-03 18:15:00,"0.943"
"363","DECK",2019-06-03 18:30:00,"0.919"
"364","DECK",2019-06-03 18:45:00,"0.893"
"365","DECK",2019-06-03 19:00:00,"0.857"
"366","DECK",2019-06-03 19:15:00,"0.819"
"367","DECK",2019-06-03 19:30:00,"0.78"
"368","DECK",2019-06-03 19:45:00,"0.745"
"369","DECK",2019-06-03 20:00:00,"0.716"
"370","DECK",2019-06-03 20:15:00,"0.687"
"371","DECK",2019-06-03 20:30:00,"0.662"
"372","DECK",2019-06-03 20:45:00,"0.642"
"373","DECK",2019-06-03 21:00:00,"0.62"
"374","DECK",2019-06-03 21:15:00,"0.598"
"375","DECK",2019-06-03 21:30:00,"0.581"
"376","DECK",2019-06-03 21:45:00,"0.567"
"377","DECK",2019-06-03 22:00:00,"0.56"
"378","DECK",2019-06-03 22:15:00,"0.567"
"379","DECK",2019-06-03 22:30:00,"0.573"
"380","DECK",2019-06-03 22:45:00,"0.593"
"381","DECK",2019-06-03 23:00:00,"0.616"
"382","DECK",2019-06-03 23:15:00,"0.65"
"383","DECK",2019-06-03 23:30:00,"0.695"
"384","DECK",2019-06-03 23:45:00,"0.75"
"385","DECK",2019-06-04,"0.812"
"386","DECK",2019-06-04 00:15:00,"0.875"
"387","DECK",2019-06-04 00:30:00,"0.928"
"388","DECK",2019-06-04 00:45:00,"0.969"
"389","DECK",2019-06-04 01:00:00,"1.025"
"390","DECK",2019-06-04 01:15:00,"1.064"
"391","DECK",2019-06-04 01:30:00,"1.123"
"392","DECK",2019-06-04 01:45:00,"1.168"
"393","DECK",2019-06-04 02:00:00,"1.222"
"394","DECK",2019-06-04 02:15:00,"1.266"
"395","DECK",2019-06-04 02:30:00,"1.3"
"396","DECK",2019-06-04 02:45:00,"1.331"
"397","DECK",2019-06-04 03:00:00,"1.358"
"398","DECK",2019-06-04 03:15:00,"1.38"
"399","DECK",2019-06-04 03:30:00,"1.394"
"400","DECK",2019-06-04 03:45:00,"1.405"
"401","DECK",2019-06-04 04:00:00,"1.407"
"402","DECK",2019-06-04 04:15:00,"1.407"
"403","DECK",2019-06-04 04:30:00,"1.4"
"404","DECK",2019-06-04 04:45:00,"1.385"
"405","DECK",2019-06-04 05:00:00,"1.353"
"406","DECK",2019-06-04 05:15:00,"1.319"
"407","DECK",2019-06-04 05:30:00,"1.272"
"408","DECK",2019-06-04 05:45:00,"1.217"
"409","DECK",2019-06-04 06:00:00,"1.164"
"410","DECK",2019-06-04 06:15:00,"1.125"
"411","DECK",2019-06-04 06:30:00,"1.089"
"412","DECK",2019-06-04 06:45:00,"1.052"
"413","DECK",2019-06-04 07:00:00,"1.013"
"414","DECK",2019-06-04 07:15:00,"0.938"
"415","DECK",2019-06-04 07:30:00,"0.897"
"416","DECK",2019-06-04 07:45:00,"0.861"
"417","DECK",2019-06-04 08:00:00,"0.819"
"418","DECK",2019-06-04 08:15:00,"0.781"
"419","DECK",2019-06-04 08:30:00,"0.75"
"420","DECK",2019-06-04 08:45:00,"0.707"
"421","DECK",2019-06-04 09:00:00,"0.424"
"422","DECK",2019-06-04 09:15:00,"0.411"
"423","DECK",2019-06-04 09:30:00,"0.355"
"424","DECK",2019-06-04 09:45:00,"0.302"
"425","DECK",2019-06-04 10:00:00,"0.311"
"426","DECK",2019-06-04 10:15:00,"0.288"
"427","DECK",2019-06-04 10:30:00,"0.314"
"428","DECK",2019-06-04 10:45:00,"0.275"
"429","DECK",2019-06-04 11:00:00,"0.322"
"430","DECK",2019-06-04 11:15:00,"0.252"
"431","DECK",2019-06-04 11:30:00,"0.311"
"432","DECK",2019-06-04 11:45:00,"0.304"
"433","DECK",2019-06-04 12:00:00,"0.247"
"434","DECK",2019-06-04 12:15:00,"0.249"
"435","DECK",2019-06-04 12:30:00,"0.235"
"436","DECK",2019-06-04 12:45:00,"0.249"
"437","DECK",2019-06-04 13:00:00,"0.224"
"438","DECK",2019-06-04 13:15:00,"0.177"
"439","DECK",2019-06-04 13:30:00,"0.212"
"440","DECK",2019-06-04 13:45:00,"0.285"
"441","DECK",2019-06-04 14:00:00,"0.336"
"442","DECK",2019-06-04 14:15:00,"0.393"
"443","DECK",2019-06-04 14:30:00,"0.521"
"444","DECK",2019-06-04 14:45:00,"0.577"
"445","DECK",2019-06-04 15:00:00,"0.62"
"446","DECK",2019-06-04 15:15:00,"0.663"
"447","DECK",2019-06-04 15:30:00,"0.702"
"448","DECK",2019-06-04 15:45:00,"0.743"
"449","DECK",2019-06-04 16:00:00,"0.782"
"450","DECK",2019-06-04 16:15:00,"0.819"
"451","DECK",2019-06-04 16:30:00,"0.849"
"452","DECK",2019-06-04 16:45:00,"0.88"
"453","DECK",2019-06-04 17:00:00,"0.903"
"454","DECK",2019-06-04 17:15:00,"0.92"
"455","DECK",2019-06-04 17:30:00,"0.936"
"456","DECK",2019-06-04 17:45:00,"0.946"
"457","DECK",2019-06-04 18:00:00,"0.95"
"458","DECK",2019-06-04 18:15:00,"0.952"
"459","DECK",2019-06-04 18:30:00,"0.949"
"460","DECK",2019-06-04 18:45:00,"0.939"
"461","DECK",2019-06-04 19:00:00,"0.927"
"462","DECK",2019-06-04 19:15:00,"0.91"
"463","DECK",2019-06-04 19:30:00,"0.885"
"464","DECK",2019-06-04 19:45:00,"0.858"
"465","DECK",2019-06-04 20:00:00,"0.825"
"466","DECK",2019-06-04 20:15:00,"0.79"
"467","DECK",2019-06-04 20:30:00,"0.757"
"468","DECK",2019-06-04 20:45:00,"0.726"
"469","DECK",2019-06-04 21:00:00,"0.699"
"470","DECK",2019-06-04 21:15:00,"0.677"
"471","DECK",2019-06-04 21:30:00,"0.652"
"472","DECK",2019-06-04 21:45:00,"0.632"
"473","DECK",2019-06-04 22:00:00,"0.615"
"474","DECK",2019-06-04 22:15:00,"0.6"
"475","DECK",2019-06-04 22:30:00,"0.59"
"476","DECK",2019-06-04 22:45:00,"0.584"
"477","DECK",2019-06-04 23:00:00,"0.583"
"478","DECK",2019-06-04 23:15:00,"0.589"
"479","DECK",2019-06-04 23:30:00,"0.604"
"480","DECK",2019-06-04 23:45:00,"0.624"
"481","DECK",2019-06-05,"0.66"
"482","DECK",2019-06-05 00:15:00,"0.702"
"483","DECK",2019-06-05 00:30:00,"0.753"
"484","DECK",2019-06-05 00:45:00,"0.81"
"485","DECK",2019-06-05 01:00:00,"0.865"
"486","DECK",2019-06-05 01:15:00,"0.915"
"487","DECK",2019-06-05 01:30:00,"0.959"
"488","DECK",2019-06-05 01:45:00,"1.001"
"489","DECK",2019-06-05 02:00:00,"1.043"
"490","DECK",2019-06-05 02:15:00,"1.085"
"491","DECK",2019-06-05 02:30:00,"1.123"
"492","DECK",2019-06-05 02:45:00,"1.162"
"493","DECK",2019-06-05 03:00:00,"1.197"
"494","DECK",2019-06-05 03:15:00,"1.229"
"495","DECK",2019-06-05 03:30:00,"1.255"
"496","DECK",2019-06-05 03:45:00,"1.28"
"497","DECK",2019-06-05 04:00:00,"1.298"
"498","DECK",2019-06-05 04:15:00,"1.312"
"499","DECK",2019-06-05 04:30:00,"1.321"
"500","DECK",2019-06-05 04:45:00,"1.325"
"501","DECK",2019-06-05 05:00:00,"1.32"
"502","DECK",2019-06-05 05:15:00,"1.309"
"503","DECK",2019-06-05 05:30:00,"1.289"
"504","DECK",2019-06-05 05:45:00,"1.258"
"505","DECK",2019-06-05 06:00:00,"1.217"
"506","DECK",2019-06-05 06:15:00,"1.171"
"507","DECK",2019-06-05 06:30:00,"1.118"
"508","DECK",2019-06-05 06:45:00,"1.07"
"509","DECK",2019-06-05 07:00:00,"1.031"
"510","DECK",2019-06-05 07:15:00,"0.995"
"511","DECK",2019-06-05 07:30:00,"0.959"
"512","DECK",2019-06-05 07:45:00,"0.922"
"513","DECK",2019-06-05 08:00:00,"0.886"
"514","DECK",2019-06-05 08:15:00,"0.848"
"515","DECK",2019-06-05 08:30:00,"0.812"
"516","DECK",2019-06-05 08:45:00,"0.772"
"517","DECK",2019-06-05 09:00:00,"0.737"
"518","DECK",2019-06-05 09:15:00,"0.697"
"519","DECK",2019-06-05 09:30:00,"0.661"
"520","DECK",2019-06-05 09:45:00,"0.626"
"521","DECK",2019-06-05 10:00:00,"0.505"
"522","DECK",2019-06-05 10:15:00,"0.472"
"523","DECK",2019-06-05 10:30:00,"0.436"
"524","DECK",2019-06-05 10:45:00,"0.408"
"525","DECK",2019-06-05 11:00:00,"0.359"
"526","DECK",2019-06-05 11:15:00,"0.343"
"527","DECK",2019-06-05 11:30:00,"0.311"
"528","DECK",2019-06-05 11:45:00,"0.336"
"529","DECK",2019-06-05 12:00:00,"0.33"
"530","DECK",2019-06-05 12:15:00,"0.283"
"531","DECK",2019-06-05 12:30:00,"0.3"
"532","DECK",2019-06-05 12:45:00,"0.288"
"533","DECK",2019-06-05 13:00:00,"0.285"
"534","DECK",2019-06-05 13:15:00,"0.292"
"535","DECK",2019-06-05 13:30:00,"0.287"
"536","DECK",2019-06-05 13:45:00,"0.313"
"537","DECK",2019-06-05 14:00:00,"0.312"
"538","DECK",2019-06-05 14:15:00,"0.322"
"539","DECK",2019-06-05 14:30:00,"0.347"
