Date,Time,Site,Chl,Depth,fDOM,DOsat,DOconc,Sal,SPC,PC,Turb,TempC
3/16/2020,16:00:00,Decker Breach,0.09,-0.022,0.01,97.2,9.99,0,1.4,1.4,3.89,14.145
3/16/2020,16:15:00,Decker Breach,0.08,0.068,0.06,98.3,9.71,0,1.4,1.27,3,15.955
3/16/2020,16:30:00,Decker Breach,0.07,0.16,-0.01,99.2,9.42,0,1.4,1.15,3.17,17.882
3/16/2020,16:45:00,Decker Breach,0.09,0.181,0.08,99.1,9.2,0,1.4,1.06,2.81,18.962
3/16/2020,17:00:00,Decker Breach,0.05,0.174,0.07,98.9,9.19,0,1.4,1.07,2.8,18.924
3/16/2020,17:15:00,Decker Breach,0.09,0.162,0.07,98.8,9.21,0,1.4,1.08,2.63,18.746
3/16/2020,17:30:00,Decker Breach,0.08,0.143,0.07,98.6,9.26,0,1.4,1.07,2.62,18.406
3/16/2020,17:45:00,Decker Breach,0.06,0.12,0.08,98.4,9.32,0,1.4,1.12,2.7,17.961
3/16/2020,18:00:00,Decker Breach,0.07,0.099,0.07,98.3,9.4,0,1.4,1.17,2.77,17.503
3/16/2020,18:15:00,Decker Breach,0.07,0.079,0.09,98,9.46,0,1.4,1.18,2.77,17.068
3/16/2020,18:30:00,Decker Breach,0.07,0.06,0.09,97.8,9.52,0,1.4,1.23,2.84,16.651
3/16/2020,18:45:00,Decker Breach,0.08,0.04,0.09,97.6,9.59,0,1.4,1.2,2.79,16.231
3/16/2020,19:00:00,Decker Breach,0.09,0.019,0.1,97.4,9.66,0,1.3,1.25,2.74,15.796
3/16/2020,19:15:00,Decker Breach,0.07,-0.002,0.1,97.2,9.73,0,1.3,1.26,2.81,15.354
3/16/2020,19:30:00,Decker Breach,0.07,-0.02,0.11,97.1,9.81,0,1.3,1.29,2.81,14.924
3/16/2020,19:45:00,Decker Breach,0.06,-0.038,0.1,96.9,9.88,0,1.3,1.3,2.84,14.521
3/16/2020,20:00:00,Decker Breach,0.08,-0.055,0.09,96.8,9.95,0,1.3,1.32,3.15,14.135
3/16/2020,20:15:00,Decker Breach,0.09,-0.073,0.1,96.6,10.02,0,1.3,1.37,2.85,13.744
3/16/2020,20:30:00,Decker Breach,0.08,-0.092,0.07,96.4,10.09,0,1.3,1.36,2.83,13.341
3/16/2020,20:45:00,Decker Breach,0.08,-0.108,0.13,96.3,10.16,0,1.3,1.39,2.87,12.952
3/16/2020,21:00:00,Decker Breach,0.09,-0.122,0.11,96.2,10.22,0,1.3,1.42,2.87,12.597
3/16/2020,21:15:00,Decker Breach,0.08,-0.135,0.13,96,10.29,0,1.3,1.44,2.87,12.278
3/16/2020,21:30:00,Decker Breach,0.08,-0.147,0.09,95.9,10.34,0,1.3,1.45,2.88,11.985
3/16/2020,21:45:00,Decker Breach,0.08,-0.159,0.12,95.8,10.4,0,1.3,1.45,3.02,11.711
3/16/2020,22:00:00,Decker Breach,0.09,-0.17,0.07,95.7,10.44,0,1.3,1.47,2.88,11.451
3/16/2020,22:15:00,Decker Breach,0.09,-0.181,0.13,95.6,10.5,0,1.3,1.47,2.93,11.203
3/16/2020,22:30:00,Decker Breach,0.07,-0.191,0.11,95.5,10.54,0,1.3,1.49,2.83,10.963
3/16/2020,22:45:00,Decker Breach,0.09,-0.201,0.11,95.4,10.59,0,1.3,1.51,2.89,10.73
3/16/2020,23:00:00,Decker Breach,0.1,-0.211,0.13,95.3,10.64,0,1.3,1.55,2.96,10.505
3/16/2020,23:15:00,Decker Breach,0.09,-0.22,0.12,95.3,10.68,0,1.3,1.55,2.83,10.291
3/16/2020,23:30:00,Decker Breach,0.1,-0.228,0.11,95.1,10.72,0,1.3,1.53,2.95,10.088
3/16/2020,23:45:00,Decker Breach,0.1,-0.236,0.12,95.1,10.76,0,1.3,1.55,2.87,9.89
3/17/2020,0:00:00,Decker Breach,0.09,-0.245,0.15,95.1,10.81,0,1.3,1.57,2.97,9.694
3/17/2020,0:15:00,Decker Breach,0.08,-0.253,0.09,95,10.85,0,1.3,1.57,2.84,9.502
3/17/2020,0:30:00,Decker Breach,0.08,-0.26,0.13,94.9,10.89,0,1.4,1.57,2.9,9.321
3/17/2020,0:45:00,Decker Breach,0.07,-0.267,0.12,94.8,10.92,0,1.4,1.6,2.83,9.154
3/17/2020,1:00:00,Decker Breach,0.07,-0.273,0.07,94.8,10.96,0,1.3,1.58,2.97,8.999
3/17/2020,1:15:00,Decker Breach,0.06,-0.279,0.14,94.7,10.99,0,1.4,1.59,2.83,8.854
3/17/2020,1:30:00,Decker Breach,0.07,-0.285,0.13,94.6,11.02,0,1.4,1.61,2.84,8.716
3/17/2020,1:45:00,Decker Breach,0.08,-0.291,0.16,94.7,11.06,0,1.4,1.64,2.88,8.569
3/17/2020,2:00:00,Decker Breach,0.06,-0.298,0.07,94.6,11.09,0,1.4,1.63,2.85,8.411
3/17/2020,2:15:00,Decker Breach,0.07,-0.304,0.09,94.5,11.12,0,1.4,1.59,2.92,8.251
3/17/2020,2:30:00,Decker Breach,0.08,-0.311,0.13,94.5,11.16,0,1.4,1.66,2.84,8.092
3/17/2020,2:45:00,Decker Breach,0.08,-0.319,0.13,94.4,11.2,0,1.4,1.65,2.87,7.933
3/17/2020,3:00:00,Decker Breach,0.09,-0.328,0.14,94.4,11.24,0,1.4,1.65,2.93,7.771
3/17/2020,3:15:00,Decker Breach,0.09,-0.336,0.11,94.3,11.28,0,1.4,1.65,2.9,7.615
3/17/2020,3:30:00,Decker Breach,0.07,-0.344,0.13,94.3,11.31,0,1.4,1.66,2.9,7.462
3/17/2020,3:45:00,Decker Breach,0.08,-0.351,0.15,94.1,11.34,0,1.4,1.69,2.88,7.317
3/17/2020,4:00:00,Decker Breach,0.1,-0.357,0.11,94.1,11.37,0,1.4,1.66,2.88,7.173
3/17/2020,4:15:00,Decker Breach,0.08,-0.363,0.08,94.1,11.41,0,1.4,1.7,2.88,7.024
3/17/2020,4:30:00,Decker Breach,0.09,-0.37,0.12,94,11.44,0,1.4,1.7,2.93,6.874
3/17/2020,4:45:00,Decker Breach,0.09,-0.377,0.13,93.9,11.48,0,1.4,1.67,2.92,6.72
3/17/2020,5:00:00,Decker Breach,0.09,-0.383,0.13,93.9,11.52,0,1.4,1.7,2.86,6.56
3/17/2020,5:15:00,Decker Breach,0.06,-0.391,0.1,93.9,11.57,0,1.4,1.73,2.93,6.393
3/17/2020,5:30:00,Decker Breach,0.1,-0.398,0.14,93.7,11.6,0,1.4,1.74,2.85,6.221
3/17/2020,5:45:00,Decker Breach,0.08,-0.405,0.12,93.6,11.64,0,1.4,1.76,2.89,6.049
3/17/2020,6:00:00,Decker Breach,0.1,-0.41,0.08,93.6,11.69,0,1.4,1.73,2.87,5.894
3/17/2020,6:15:00,Decker Breach,0.08,-0.415,0.09,93.6,11.72,0,1.4,1.76,2.87,5.771
3/17/2020,6:30:00,Decker Breach,0.09,-0.417,0.12,93.6,11.75,0,1.4,1.76,2.91,5.679
3/17/2020,6:45:00,Decker Breach,0.08,-0.419,0.12,93.6,11.76,0,1.4,1.71,2.86,5.614
3/17/2020,7:00:00,Decker Breach,0.09,-0.42,0.11,93.5,11.77,0,1.4,1.76,2.83,5.574
3/17/2020,7:15:00,Decker Breach,0.08,-0.42,0.14,93.5,11.77,0,1.4,1.74,2.81,5.554
3/17/2020,7:30:00,Decker Breach,0.09,-0.408,0.1,93.6,11.78,0,1.4,1.77,2.71,5.569
,,,,,,,,,,,,
,,MEAN VALUE:,6.27,0.857,8.8,76,7.78,0.11,221.7,2.01,34.33,14.145
,,STANDARD DEVIATION:,21.66,0.329,2.11,20.5,1.98,0.01,22.6,7.98,182.2,1.549
,,,,,,,,,,,,
,,SENSOR SERIAL NUMBER:,19B104102,19B104258,19B104082,19B103183,19B103183,19A106775,19A106775,19B104102,19B103730,19A106775
Date (MM/DD/YYYY),Time (HH:mm:ss),Site Name,Chlorophyll RFU,Depth m,fDOM RFU,ODO % sat,ODO mg/L,Sal psu,SpCond µS/cm,BGA PC RFU,Turbidity FNU,Temp °C
3/17/2020,11:45:00,Decker Breach,0.41,1.107,8.15,102.4,10.65,0.13,280.1,0.53,3.8,13.557
3/17/2020,12:00:00,Decker Breach,0.47,1.055,8.17,98.7,10.27,0.13,278.3,0.49,4.53,13.525
3/17/2020,12:15:00,Decker Breach,0.42,1.005,8.28,98,10.2,0.13,277.1,0.5,4.36,13.495
3/17/2020,12:30:00,Decker Breach,0.54,0.955,8.4,96.4,10.04,0.13,275.8,0.51,4.45,13.48
3/17/2020,12:45:00,Decker Breach,0.44,0.901,8.53,96.2,10.02,0.13,275,0.48,4.53,13.493
3/17/2020,13:00:00,Decker Breach,0.84,0.847,8.8,94.2,9.83,0.13,273.6,0.55,5.33,13.391
3/17/2020,13:15:00,Decker Breach,0.79,0.792,8.94,93.9,9.8,0.13,273.3,0.51,5.29,13.359
3/17/2020,13:30:00,Decker Breach,0.62,0.739,8.76,90.5,9.48,0.13,272.6,0.55,7.1,13.221
3/17/2020,13:45:00,Decker Breach,0.66,0.69,8.89,89.3,9.37,0.13,271.9,0.56,6.72,13.147
3/17/2020,14:00:00,Decker Breach,0.81,0.645,9.27,89.2,9.36,0.13,271.3,0.65,6.6,13.164
3/17/2020,14:15:00,Decker Breach,0.67,0.605,9.7,87.6,9.21,0.13,270.7,0.47,8.02,13.067
3/17/2020,14:30:00,Decker Breach,0.82,0.567,9.96,86.5,9.11,0.13,270.3,0.55,8.64,12.982
3/17/2020,14:45:00,Decker Breach,0.55,0.529,9.38,85.4,9.01,0.13,270.1,0.56,10.9,12.901
3/17/2020,15:00:00,Decker Breach,0.42,0.486,10.11,84,8.88,0.13,269.8,0.55,10.9,12.842
3/17/2020,15:15:00,Decker Breach,0.52,0.46,7.79,82.9,8.78,0.13,269.3,0.62,103.88,12.748
3/17/2020,15:30:00,Decker Breach,0.46,0.435,10.41,81.8,8.68,0.13,269.4,0.53,12.79,12.655
3/17/2020,15:45:00,Decker Breach,0.56,0.4,10.18,80.7,8.58,0.13,269.4,0.59,11.07,12.56
3/17/2020,16:00:00,Decker Breach,0.58,0.369,10.92,79.5,8.47,0.13,269.5,0.58,21.7,12.457
3/17/2020,16:15:00,Decker Breach,0.52,0.342,11.55,78.5,8.39,0.13,269.5,0.57,14.51,12.367
3/17/2020,16:30:00,Decker Breach,0.51,0.321,11.99,77.7,8.31,0.13,269.2,0.55,22.3,12.282
3/17/2020,16:45:00,Decker Breach,0.47,0.299,12.05,76.9,8.25,0.13,269.3,0.56,11.61,12.197
3/17/2020,17:00:00,Decker Breach,0.5,0.282,12.77,76,8.17,0.13,269.3,0.54,11.59,12.096
3/17/2020,17:15:00,Decker Breach,0.48,0.269,13.1,75.1,8.09,0.13,269.3,0.58,12.81,11.993
3/17/2020,17:30:00,Decker Breach,0.49,0.26,13.55,74.1,8,0.13,269.4,0.57,11.02,11.887
3/17/2020,17:45:00,Decker Breach,0.51,0.253,13.57,73.1,7.92,0.13,269.4,0.58,11.58,11.78
3/17/2020,18:00:00,Decker Breach,0.49,0.25,13.76,72.1,7.83,0.13,269.5,0.58,11.01,11.667
3/17/2020,18:15:00,Decker Breach,0.52,0.25,13.62,71,7.73,0.13,269.2,0.58,24.72,11.55
3/17/2020,18:30:00,Decker Breach,0.63,0.257,17.4,69.7,7.6,0.13,269.6,0.64,27.96,11.432
3/17/2020,18:45:00,Decker Breach,0.68,0.276,12.76,68.8,7.53,0.13,269.8,0.66,30.35,11.31
3/17/2020,19:00:00,Decker Breach,0.63,0.315,13.7,67.9,7.44,0.13,269.8,0.63,131.4,11.195
3/17/2020,19:15:00,Decker Breach,0.56,0.373,14.33,67.1,7.38,0.13,270.1,0.61,16.13,11.088
3/17/2020,19:30:00,Decker Breach,0.54,0.448,15.51,66.5,7.33,0.13,270.3,0.58,9.72,10.982
3/17/2020,19:45:00,Decker Breach,0.55,0.521,15.93,66.1,7.3,0.13,270.6,0.6,12.81,10.88
3/17/2020,20:00:00,Decker Breach,0.55,0.585,16.32,65.7,7.28,0.13,271,0.61,9.19,10.777
3/17/2020,20:15:00,Decker Breach,0.57,0.653,16.61,65.5,7.27,0.13,271.3,0.63,9.99,10.686
3/17/2020,20:30:00,Decker Breach,0.55,0.708,16.88,65.1,7.24,0.13,271.6,0.61,8.08,10.609
3/17/2020,20:45:00,Decker Breach,0.54,0.758,17.05,65,7.24,0.13,272,0.61,8.67,10.523
3/17/2020,21:00:00,Decker Breach,0.57,0.81,17.29,64.7,7.21,0.13,272,0.62,8.47,10.476
3/17/2020,21:15:00,Decker Breach,0.61,0.858,17.22,64.4,7.19,0.13,272,0.64,8,10.449
3/17/2020,21:30:00,Decker Breach,0.48,0.905,17.14,64,7.14,0.13,272.1,0.64,8.18,10.481
3/17/2020,21:45:00,Decker Breach,0.47,0.946,16.68,63.5,7.08,0.13,272.1,0.61,9.3,10.518
3/17/2020,22:00:00,Decker Breach,0.52,0.984,16.91,62.8,6.99,0.13,272,0.6,8.34,10.563
3/17/2020,22:15:00,Decker Breach,0.54,1.02,16.8,62.9,6.98,0.13,271.8,0.63,7.53,10.688
3/17/2020,22:30:00,Decker Breach,0.57,1.052,16.57,61.6,6.84,0.13,272.1,0.63,7.79,10.677
3/17/2020,22:45:00,Decker Breach,0.53,1.079,14.02,66.5,7.26,0.13,270.4,0.62,6.71,11.43
3/17/2020,23:00:00,Decker Breach,1.22,1.099,14.71,68.5,7.49,0.13,273.8,0.7,6.06,11.322
3/17/2020,23:15:00,Decker Breach,0.5,1.121,14.42,68.3,7.46,0.13,273.9,0.64,6.5,11.362
3/17/2020,23:30:00,Decker Breach,0.54,1.137,13.87,68.1,7.42,0.13,273.7,0.63,6.69,11.486
3/17/2020,23:45:00,Decker Breach,0.46,1.154,13.4,69,7.47,0.13,271.8,0.57,6.11,11.738
3/18/2020,0:00:00,Decker Breach,0.54,1.165,12.92,70.3,7.61,0.13,271.7,0.57,5.85,11.818
3/18/2020,0:15:00,Decker Breach,0.5,1.173,12.19,75.5,8.09,0.13,271.7,0.67,5.45,12.23
3/18/2020,0:30:00,Decker Breach,0.49,1.177,11.47,72,7.71,0.13,268.9,0.6,5.8,12.228
3/18/2020,0:45:00,Decker Breach,0.52,1.174,12.51,68.3,7.39,0.13,271.1,0.6,6.14,11.768
3/18/2020,1:00:00,Decker Breach,0.55,1.127,12.56,68.5,7.43,0.13,272.9,0.63,6.98,11.741
3/18/2020,1:15:00,Decker Breach,0.46,1.112,12.52,67.1,7.27,0.13,272,0.62,6.14,11.716
3/18/2020,1:30:00,Decker Breach,0.45,1.091,12.24,67.5,7.31,0.13,271.8,0.59,5.68,11.769
3/18/2020,1:45:00,Decker Breach,0.47,1.066,12.58,64.7,7.02,0.13,271.8,0.61,6.2,11.68
3/18/2020,2:00:00,Decker Breach,0.45,1.035,9.04,77.7,8.19,0.13,267.3,0.54,6.07,12.956
3/18/2020,2:15:00,Decker Breach,0.45,1.002,9.06,77.3,8.16,0.13,267.8,0.53,6.63,12.879
3/18/2020,2:30:00,Decker Breach,0.43,0.965,10.12,75.3,8.05,0.13,269.2,0.55,6.67,12.349
3/18/2020,2:45:00,Decker Breach,0.46,0.927,10.36,74.2,7.96,0.13,270.4,0.59,8.96,12.168
3/18/2020,3:00:00,Decker Breach,0.45,0.892,10.62,72.6,7.83,0.13,270.4,0.58,8.79,11.96
3/18/2020,3:15:00,Decker Breach,0.47,0.86,10.88,71.5,7.73,0.13,270.2,0.58,8.74,11.823
3/18/2020,3:30:00,Decker Breach,0.42,0.83,11.06,70.1,7.6,0.13,271.4,0.57,8.87,11.738
3/18/2020,3:45:00,Decker Breach,0.44,0.804,11.39,68.8,7.49,0.13,270.9,0.58,10.2,11.565
3/18/2020,4:00:00,Decker Breach,0.47,0.781,11.53,68,7.4,0.13,271.5,0.59,9.91,11.532
3/18/2020,4:15:00,Decker Breach,0.46,0.759,11.95,66.5,7.27,0.13,271.8,0.6,11.14,11.363
3/18/2020,4:30:00,Decker Breach,0.45,0.74,12.5,65.2,7.16,0.13,272.2,0.62,11.6,11.163
3/18/2020,4:45:00,Decker Breach,0.44,0.725,13.11,63.6,7.01,0.13,272.2,0.61,11.72,11.004
3/18/2020,5:00:00,Decker Breach,0.45,0.717,13.96,62,6.88,0.13,272.6,0.65,11.47,10.73
3/18/2020,5:15:00,Decker Breach,0.49,0.717,14.99,60.8,6.78,0.13,272.7,0.62,12.11,10.487
3/18/2020,5:30:00,Decker Breach,0.46,0.725,15.5,59.7,6.68,0.13,272.4,0.65,12.99,10.331
3/18/2020,5:45:00,Decker Breach,0.5,0.74,16.06,58.9,6.62,0.13,272.6,0.68,12.52,10.135
3/18/2020,6:00:00,Decker Breach,0.49,0.765,16.74,58.5,6.59,0.13,272.9,0.68,10.55,10.011
3/18/2020,6:15:00,Decker Breach,0.51,0.797,17.05,58.2,6.58,0.13,272.9,0.66,11.21,9.93
3/18/2020,6:30:00,Decker Breach,0.49,0.835,17.21,58.1,6.56,0.13,273.9,0.66,12.04,9.897
3/18/2020,6:45:00,Decker Breach,0.45,0.876,17.15,57.8,6.54,0.13,273.3,0.62,12.17,9.889
3/18/2020,7:00:00,Decker Breach,0.46,0.924,16.29,58,6.52,0.13,273,0.64,11.76,10.141
3/18/2020,7:15:00,Decker Breach,0.44,0.969,14.54,58.7,6.53,0.13,272.6,0.6,9.43,10.642
3/18/2020,7:30:00,Decker Breach,0.42,1.009,12.63,60.6,6.64,0.13,272.6,0.6,15.23,11.248
3/18/2020,7:45:00,Decker Breach,0.49,1.046,12.3,61.2,6.67,0.13,271.8,0.58,27.74,11.45
3/18/2020,8:00:00,Decker Breach,0.43,1.081,10.63,67.4,7.24,0.13,271,0.58,29.43,12.067
3/18/2020,8:15:00,Decker Breach,0.46,1.116,10.56,71.5,7.64,0.13,270.3,0.56,10.98,12.271
3/18/2020,8:30:00,Decker Breach,0.45,1.154,8.91,77.1,8.14,0.13,266.7,0.55,5.68,12.867
3/18/2020,8:45:00,Decker Breach,0.43,1.195,8.26,81.8,8.57,0.13,264.4,0.55,5.61,13.248
3/18/2020,9:00:00,Decker Breach,0.47,1.231,8.09,83.9,8.76,0.13,263.1,0.52,5.87,13.391
3/18/2020,9:15:00,Decker Breach,0.44,1.264,7.9,87.7,9.14,0.13,263,0.56,6.17,13.489
3/18/2020,9:30:00,Decker Breach,0.45,1.292,7.79,89.6,9.32,0.13,264.1,0.54,6.24,13.556
3/18/2020,9:45:00,Decker Breach,0.45,1.315,7.68,91.5,9.51,0.13,266.2,0.5,6.03,13.613
3/18/2020,10:00:00,Decker Breach,0.45,1.337,7.64,92.9,9.64,0.13,267.9,0.51,6.11,13.65
3/18/2020,10:15:00,Decker Breach,0.5,1.356,7.54,94.8,9.83,0.13,269.5,0.52,6.48,13.694
3/18/2020,10:30:00,Decker Breach,0.42,1.361,7.52,96.8,10.03,0.13,270.1,0.48,6.44,13.726
3/18/2020,10:45:00,Decker Breach,0.39,1.369,7.52,99.2,10.27,0.13,270.9,0.49,6.46,13.772
3/18/2020,11:00:00,Decker Breach,0.36,1.368,7.47,100.7,10.41,0.13,271.9,0.47,5.99,13.82
3/18/2020,11:15:00,Decker Breach,0.36,1.348,7.49,103.8,10.72,0.13,272.5,0.5,5.86,13.873
3/18/2020,11:30:00,Decker Breach,0.35,1.349,7.58,107.6,11.1,0.13,273.7,0.51,6.22,13.911
3/18/2020,11:45:00,Decker Breach,0.29,1.321,7.68,109.3,11.27,0.13,273.6,0.48,5.6,13.95
3/18/2020,12:00:00,Decker Breach,0.34,1.288,7.7,112,11.53,0.13,274.3,0.47,5.39,14.016
3/18/2020,12:15:00,Decker Breach,0.32,1.252,7.74,113.5,11.67,0.13,273.9,0.49,5.44,14.086
3/18/2020,12:30:00,Decker Breach,0.51,1.201,8.12,95.8,9.91,0.13,269.2,0.52,5.24,13.792
3/18/2020,12:45:00,Decker Breach,0.43,1.149,8.08,107.6,11.06,0.13,272.5,0.5,5.67,14.106
3/18/2020,13:00:00,Decker Breach,0.49,1.099,10.54,107.8,11.07,0.13,271.9,0.49,5.32,14.133
3/18/2020,13:15:00,Decker Breach,0.42,1.044,9.48,106.2,10.9,0.13,271.2,0.5,5.99,14.137
3/18/2020,13:30:00,Decker Breach,0.46,0.994,10.11,104.2,10.72,0.13,271.4,0.49,5.69,14.055
3/18/2020,13:45:00,Decker Breach,0.48,0.942,10.08,101.8,10.48,0.13,270.6,0.5,6.33,13.994
3/18/2020,14:00:00,Decker Breach,0.5,0.889,10.21,100.7,10.39,0.13,268.7,0.5,9.16,13.945
3/18/2020,14:15:00,Decker Breach,0.51,0.838,10.37,98.2,10.15,0.13,267.8,0.48,7.1,13.86
3/18/2020,14:30:00,Decker Breach,0.5,0.782,10,95,9.84,0.13,267,0.5,7.06,13.744
3/18/2020,14:45:00,Decker Breach,0.5,0.731,10.33,92.6,9.61,0.13,266.7,0.52,7.43,13.654
3/18/2020,15:00:00,Decker Breach,0.51,0.683,10.56,90.8,9.44,0.13,266.5,0.49,7.94,13.578
3/18/2020,15:15:00,Decker Breach,0.5,0.638,9.75,89.8,9.35,0.13,266.1,0.51,38.24,13.492
3/18/2020,15:30:00,Decker Breach,0.54,0.593,9.61,87.2,9.11,0.13,265.5,0.51,31.25,13.361
3/18/2020,15:45:00,Decker Breach,0.48,0.55,9.39,86.3,9.03,0.13,265.2,0.53,23.42,13.281
3/18/2020,16:00:00,Decker Breach,0.5,0.511,9.17,84.8,8.9,0.13,264.9,0.53,40.83,13.19
3/18/2020,16:15:00,Decker Breach,0.48,0.477,9.05,83.7,8.78,0.13,264.8,0.55,21.98,13.117
3/18/2020,16:30:00,Decker Breach,0.49,0.44,9.5,82.7,8.7,0.13,264.8,0.6,10.94,13.054
3/18/2020,16:45:00,Decker Breach,0.48,0.406,9.08,81.9,8.62,0.13,264.7,0.59,12.51,12.99
3/18/2020,17:00:00,Decker Breach,0.49,0.378,7.42,80.7,8.52,0.13,264.6,0.56,12.71,12.917
3/18/2020,17:15:00,Decker Breach,0.46,0.363,8.86,79.5,8.4,0.13,264.5,0.55,14.21,12.845
3/18/2020,17:30:00,Decker Breach,0.47,0.333,9.49,78.5,8.3,0.13,264.1,0.54,22.73,12.773
3/18/2020,17:45:00,Decker Breach,0.49,0.309,9.26,77.5,8.21,0.13,264.3,0.56,12.84,12.695
3/18/2020,18:00:00,Decker Breach,0.5,0.287,9.64,76.2,8.09,0.13,264.7,0.56,20.36,12.607
3/18/2020,18:15:00,Decker Breach,3.33,0.272,9.84,74.8,7.96,0.13,264.7,0.86,18.12,12.517
3/18/2020,18:30:00,Decker Breach,0.55,0.257,10.13,73.5,7.85,0.13,264.9,0.6,16.14,12.422
3/18/2020,18:45:00,Decker Breach,0.56,0.248,10.53,72.6,7.76,0.13,265.1,0.57,12.98,12.326
3/18/2020,19:00:00,Decker Breach,0.53,0.242,10.51,71.6,7.67,0.13,264.9,0.6,14.59,12.229
3/18/2020,19:15:00,Decker Breach,6.28,0.243,10.73,70.8,7.6,0.13,265,1.21,16.17,12.133
3/18/2020,19:30:00,Decker Breach,0.53,0.254,10.99,69.9,7.52,0.13,265.1,0.63,13.53,12.04
3/18/2020,19:45:00,Decker Breach,0.52,0.278,11.27,69.2,7.46,0.13,265.2,0.61,11.5,11.946
3/18/2020,20:00:00,Decker Breach,0.5,0.324,11.47,68.3,7.38,0.13,265.3,0.6,11.43,11.859
3/18/2020,20:15:00,Decker Breach,0.49,0.39,11.52,67.6,7.32,0.13,265.5,0.57,11.3,11.772
3/18/2020,20:30:00,Decker Breach,0.51,0.466,11.76,67.1,7.28,0.13,265.5,0.63,11.92,11.688
3/18/2020,20:45:00,Decker Breach,0.57,0.543,11.93,66.8,7.26,0.13,265.8,0.61,13.01,11.609
3/18/2020,21:00:00,Decker Breach,0.53,0.612,12.24,66.2,7.2,0.13,266,0.6,9.89,11.543
3/18/2020,21:15:00,Decker Breach,0.49,0.671,12.49,66.2,7.21,0.13,266,0.63,8.46,11.482
3/18/2020,21:30:00,Decker Breach,0.82,0.73,12.6,65.5,7.15,0.13,266.4,0.65,11.14,11.426
3/18/2020,21:45:00,Decker Breach,0.52,0.781,12.56,65.2,7.12,0.13,267.1,0.58,8.96,11.372
3/18/2020,22:00:00,Decker Breach,0.46,0.835,12.5,64.5,7.05,0.13,267.8,0.6,8.5,11.356
3/18/2020,22:15:00,Decker Breach,0.42,0.883,12.49,64.5,7.04,0.13,265.7,0.58,8.86,11.379
3/18/2020,22:30:00,Decker Breach,0.49,0.929,12.51,65.4,7.14,0.13,266.5,0.61,8.98,11.389
3/18/2020,22:45:00,Decker Breach,0.52,0.972,12.37,65.4,7.12,0.13,266.2,0.62,8.14,11.511
3/18/2020,23:00:00,Decker Breach,0.51,1.006,12.06,60.8,6.62,0.13,266.4,0.58,8.49,11.569
3/18/2020,23:15:00,Decker Breach,0.48,1.041,11.39,67.1,7.21,0.13,267.3,0.58,8.13,12.11
3/18/2020,23:30:00,Decker Breach,0.45,1.071,9.62,73.4,7.76,0.13,268.3,0.6,7.35,12.853
3/18/2020,23:45:00,Decker Breach,0.47,1.097,11.01,70,7.5,0.13,268.8,0.54,6.89,12.203
3/19/2020,0:00:00,Decker Breach,0.5,1.117,9.85,73.9,7.81,0.13,268.5,0.57,6.14,12.849
3/19/2020,0:15:00,Decker Breach,0.49,1.135,10.16,73.7,7.78,0.13,267.6,0.54,5.97,12.858
3/19/2020,0:30:00,Decker Breach,0.49,1.154,10.18,73,7.71,0.13,266.8,0.53,6,12.859
3/19/2020,0:45:00,Decker Breach,0.48,1.169,9.94,72.6,7.69,0.13,267.8,0.55,5.79,12.748
3/19/2020,1:00:00,Decker Breach,0.47,1.179,10.1,72.9,7.73,0.13,266.1,0.55,5.62,12.655
3/19/2020,1:15:00,Decker Breach,0.53,1.187,8.64,76.1,7.94,0.13,261.7,0.56,5.62,13.371
3/19/2020,1:30:00,Decker Breach,0.54,1.188,9.43,74.2,7.79,0.13,264.7,0.53,5.49,13.119
3/19/2020,1:45:00,Decker Breach,0.52,1.179,10.34,65.2,6.94,0.13,266.4,0.6,5.98,12.456
3/19/2020,2:00:00,Decker Breach,0.41,1.167,10.18,61.1,6.55,0.13,267.1,0.57,6.25,12.245
3/19/2020,2:15:00,Decker Breach,0.44,1.143,9.98,57.5,6.16,0.13,267.4,0.58,6.37,12.251
3/19/2020,2:30:00,Decker Breach,0.43,1.115,9.98,56.9,6.09,0.13,267.3,0.61,5.81,12.275
3/19/2020,2:45:00,Decker Breach,0.5,1.084,8.76,71.7,7.52,0.13,265.3,0.55,5.62,13.171
3/19/2020,3:00:00,Decker Breach,0.52,1.042,8.79,74.5,7.83,0.13,264.8,0.53,5.93,13.097
3/19/2020,3:15:00,Decker Breach,0.58,1.004,9.23,73.1,7.73,0.13,266.1,0.6,6.69,12.77
3/19/2020,3:30:00,Decker Breach,0.56,0.962,9.25,72.5,7.71,0.13,266.2,0.59,7.6,12.545
3/19/2020,3:45:00,Decker Breach,0.57,0.922,9.11,71.4,7.63,0.13,266.3,0.59,9.85,12.353
3/19/2020,4:00:00,Decker Breach,0.52,0.886,9.58,70.2,7.52,0.13,266.4,0.56,9.52,12.208
3/19/2020,4:15:00,Decker Breach,0.9,0.852,9.87,68.7,7.39,0.13,266.3,1.63,11.05,12.043
3/19/2020,4:30:00,Decker Breach,0.47,0.819,9.78,67.8,7.3,0.13,266.6,0.55,11.5,11.997
3/19/2020,4:45:00,Decker Breach,0.49,0.791,9.8,66.7,7.2,0.13,266.5,0.6,12.1,11.901
3/19/2020,5:00:00,Decker Breach,0.49,0.759,10.01,65.4,7.07,0.13,266.5,0.59,14.29,11.775
