datetimestamp,Baro_psi,Pressure_psi,Depth_ft,TempC,Chla_RFU,Chla_ugL,DO_mgL,SPC,Saln_psu,Turb_NTU
6/9/2020 12:00,766.1149,1.48561,4.043284,20.31927,,0.2418773,5.503224,12000.17,6.938204,56.66801
6/9/2020 13:00,765.6349,1.444314,3.948379,20.37872,,0.263676,5.409712,12017.29,6.949203,52.01683
6/9/2020 14:00,765.2148,1.415234,3.881986,21.2282,,0.7909207,5.526836,12071.22,6.987158,46.28489
6/9/2020 15:00,764.7423,1.526406,4.142538,26.83444,,0.2516632,7.33971,12112.75,7.028003,53.16498
6/9/2020 16:00,764.0522,2.182146,5.657483,27.23368,,0.2360703,9.520738,10153.65,5.810412,37.83474
6/9/2020 17:00,763.6172,2.582165,6.580117,27.29404,,0.2381591,9.571174,9947.092,5.683243,31.84567
6/9/2020 18:00,763.2572,2.787848,7.053409,26.86636,,1.727888,9.568119,9985.487,5.706697,45.73761
6/9/2020 19:00,763.0847,2.905869,7.324164,27.60056,,5.480292,9.407123,10820.6,6.222865,60.24995
6/9/2020 20:00,763.0172,2.887377,7.281597,26.5801,,4.968998,9.268451,10182.92,5.828127,31.60532
6/9/2020 21:00,763.0922,2.719922,6.895545,26.24324,,4.788375,9.207026,10080.64,5.764873,38.66801
6/9/2020 22:00,763.4522,2.433583,6.235451,25.79717,,0.4797553,8.759169,10121.23,5.789479,43.83425
6/9/2020 23:00,763.5347,2.222382,5.747305,25.47091,,0.2628897,8.410276,10381.81,5.949788,32.62415
6/10/2020 0:00,763.4747,2.165982,5.616454,25.07578,,2.432883,8.171801,10475.72,6.007251,33.68467
6/10/2020 1:00,763.4447,2.306771,5.938476,23.42763,,0.5229924,8.252441,10569.19,6.061841,84.28018
6/10/2020 2:00,763.2722,2.57621,6.559068,22.75153,,0.2614587,8.453381,10057.9,5.745118,125.1204
6/10/2020 3:00,762.9947,2.897364,7.300943,22.96925,,0.3216115,8.575565,9363.917,5.320473,113.8102
6/10/2020 4:00,762.7997,3.103157,7.77484,22.88834,,0.4014396,8.645677,9332.162,5.300905,147.8572
6/10/2020 5:00,762.7546,3.22379,8.051574,22.37838,,0.2569299,8.661978,9380.215,5.329015,142.16
6/10/2020 6:00,762.8146,3.194315,7.981137,21.33695,,0.5775436,8.695485,9592.068,5.455401,58.7664
6/10/2020 7:00,762.9346,2.933036,7.381545,21.8516,,0.2265181,8.434932,9472.216,5.38376,61.33513
6/10/2020 8:00,763.0546,2.529222,6.450594,21.73708,,0.2125628,7.641565,9719.39,5.534572,63.57081
6/10/2020 9:00,763.1296,2.116498,5.498388,21.79772,,0.2075667,6.236266,10529.67,6.0327,45.49389
6/10/2020 10:00,763.0697,1.805007,4.781154,21.8485,,0.2260021,5.478515,11145.51,6.413728,36.71089
6/10/2020 11:00,762.8221,1.595331,4.297858,22.07725,,0.2537324,5.360333,11401.91,6.573742,31.13787
6/10/2020 12:00,762.6721,1.490612,4.057535,22.19905,,0.2518601,5.274453,11473.74,6.618844,56.93282
6/10/2020 13:00,762.1471,1.436013,3.93167,22.38334,,0.2613055,5.231297,11505.33,6.639151,45.97741
6/10/2020 14:00,761.7045,1.404656,3.859682,22.92513,,1.220246,5.394618,11537.9,6.661211,44.65568
6/10/2020 15:00,761.142,1.388021,3.822091,23.78896,,3.761096,5.470496,11597.25,6.700629,32.78122
6/10/2020 16:00,760.6395,1.768682,4.708131,30.61667,,3.512911,10.23518,10500.68,6.023802,49.92894
6/10/2020 17:00,760.452,2.346498,6.038605,27.86702,,0.1825319,9.474965,9613.718,5.478568,28.73243
6/10/2020 18:00,760.1969,2.673231,6.791894,27.83838,,0.2266089,9.42669,9630.045,5.488581,25.80543
6/10/2020 19:00,760.0169,2.861308,7.225233,27.55924,,0.4704469,9.387855,9607.427,5.474679,27.51261
6/10/2020 20:00,760.1819,2.943044,7.414478,28.10814,,8.706503,9.645502,9775.79,5.578047,32.86307
6/10/2020 21:00,760.2419,2.918485,7.357115,28.22711,,11.82334,9.955557,9818.085,5.604029,29.55698
6/10/2020 22:00,760.752,2.729553,6.921428,27.81855,,4.569526,9.361696,9780.914,5.581189,33.18721
6/10/2020 23:00,761.2545,2.456433,6.290345,27.24809,,0.7428198,8.75001,9926.229,5.670395,40.70306
6/11/2020 0:00,761.157,2.262896,5.843539,26.8815,,0.2629344,8.341968,10122.9,5.791315,36.26095
6/11/2020 1:00,761.0895,2.233875,5.775573,26.40285,,1.153442,8.204838,10143.46,5.803685,35.96101
6/11/2020 2:00,760.9995,2.334229,6.004306,24.39566,,0.2551667,8.127259,10025.93,5.72897,45.79722
6/11/2020 3:00,760.9395,2.561681,6.526628,23.07996,,0.8992115,8.434833,9889.866,5.642732,112.8424
6/11/2020 4:00,760.947,2.84067,7.166393,22.04861,,0.2644726,8.760991,10200.49,5.830776,253.6819
6/11/2020 5:00,760.8495,3.025698,7.591739,21.75343,,0.2647729,8.664788,10233.05,5.849848,204.9478
6/11/2020 6:00,761.1495,3.107184,7.77793,20.8695,,0.2037153,8.866076,10239.57,5.850639,252.0748
6/11/2020 7:00,761.2095,3.012671,7.560257,20.68693,,0.1530053,8.902925,10168.75,5.806392,149.7603
6/11/2020 8:00,761.367,2.788285,7.044641,21.16361,,0.2323671,8.599269,10301.24,5.889698,68.53339
6/11/2020 9:00,761.3295,2.41752,6.191624,21.86551,,0.7800513,8.113526,10103.64,5.770658,63.30449
6/11/2020 10:00,761.187,2.061884,5.374872,23.1419,,1.763855,7.177837,10319.69,5.907222,46.93433
6/11/2020 11:00,761.067,1.764913,4.690495,23.48831,,6.596891,6.346781,10917.35,6.277371,50.41208
6/11/2020 12:00,760.827,1.565839,4.23199,23.74579,,3.775523,6.057239,11232.83,6.47375,47.63984
6/11/2020 13:00,760.7295,1.470895,4.013278,23.80964,,3.228539,5.924199,11344.41,6.543269,48.68289
6/11/2020 14:00,760.5269,1.420719,3.898159,23.95798,,6.169131,5.891463,11398.27,6.577136,50.8364
6/11/2020 15:00,760.4819,1.392967,3.834669,24.78144,,8.477048,6.414989,11440.01,6.604868,46.58261
6/11/2020 16:00,760.3469,1.508226,4.101842,26.77961,,10.51335,9.502839,11433.49,6.603437,54.49651
6/11/2020 17:00,760.0919,2.144621,5.57044,27.38454,,8.588512,8.079913,10485.47,6.015296,446.3866
6/11/2020 18:00,759.9344,2.563169,6.533471,26.23949,,2.399498,8.24386,10384.54,5.952261,481.0196
6/11/2020 19:00,760.0544,2.812916,7.108243,25.35337,,1.741474,8.414215,10214.16,5.846238,411.7227
6/11/2020 20:00,759.9419,2.993893,7.52407,25.02865,,1.724932,8.412718,10244.75,5.864661,511.2279
6/11/2020 21:00,760.1819,3.071157,7.700611,24.2337,,1.282107,8.399668,10238.79,5.859714,326.4043
6/11/2020 22:00,760.6245,2.973313,7.474604,23.8464,,0.4606324,8.430334,10223.09,5.849293,145.4752
6/11/2020 23:00,760.9995,2.747041,6.954887,24.37876,,3.396027,8.06682,10250.66,5.867285,95.24539
6/12/2020 0:00,760.767,2.446292,6.261695,24.37003,,1.845713,7.675496,10337.19,5.920618,92.62381
6/12/2020 1:00,760.8644,2.224349,5.750687,24.67031,,4.387033,7.149998,10524.13,6.036525,48.26741
6/12/2020 2:00,761.3445,2.146679,5.571206,24.57073,,3.136004,6.956941,10603.15,6.085195,47.78032
6/12/2020 3:00,761.2095,2.196104,5.681218,21.27226,,3.858815,8.252308,10516.59,6.022725,165.075
6/12/2020 4:00,761.2395,2.373857,6.088794,20.66821,,8.563952,8.571087,10788.84,6.188216,183.9076
6/12/2020 5:00,761.397,2.640339,6.703521,20.77949,,5.491035,8.698905,10359.21,5.923856,288.6628
6/12/2020 6:00,762.4096,2.819974,7.116121,20.3719,,3.87543,8.814697,10283.26,5.875423,211.1032
6/12/2020 7:00,762.3721,2.902669,7.306269,20.36296,,4.854342,8.792762,10345.62,5.913727,237.9799
6/12/2020 8:00,762.5297,2.809928,7.092934,20.56963,,3.868304,8.766,10354.24,5.919923,108.2985
6/12/2020 9:00,762.5446,2.663268,6.755547,20.30507,,5.028656,8.918725,10354.17,5.918724,69.01142
6/12/2020 10:00,762.6871,2.349455,6.033812,21.09315,,7.789401,8.578561,10530.02,6.030306,85.13609
6/12/2020 11:00,763.2572,2.026549,5.291858,22.45702,,6.299603,7.536538,10809.62,6.207783,80.246
6/12/2020 12:00,763.1147,1.7767,4.7167,22.90793,,9.753117,7.279553,11054.13,6.360583,74.46907
6/12/2020 13:00,763.1221,1.621098,4.358328,22.9902,,13.90656,7.344467,11303.77,6.515784,98.00892
6/12/2020 14:00,763.0922,1.501266,4.082275,22.8739,,18.86526,7.485065,11425.49,6.591105,93.76508
6/12/2020 15:00,762.6271,1.44909,3.96236,23.14724,,21.34504,7.805095,11485.03,6.628972,94.75707
6/12/2020 16:00,762.5671,1.480123,4.033493,23.33701,,21.32475,8.35598,11493.26,6.634643,100.7698
6/12/2020 17:00,762.0871,1.965857,5.153728,23.26394,,0.2688213,8.635944,10454.07,5.990378,862.4783
6/12/2020 18:00,762.1996,2.416736,6.190891,22.92246,,0.2628138,8.682242,10518.53,6.029274,1085.261
6/12/2020 19:00,762.2821,2.756628,6.97322,22.21533,,0.265233,8.756901,10199.89,5.830916,971.0191
6/12/2020 20:00,762.1996,2.972896,7.468655,21.33254,,0.2436433,8.844171,10467.59,5.992758,851.5018
6/12/2020 21:00,762.7546,3.064054,7.676499,20.81871,,0.2043184,8.895317,10802.94,6.197582,663.7047
6/12/2020 22:00,763.2197,3.133831,7.836198,20.55802,,0.2183688,8.883195,10872.01,6.2391,575.3021
6/12/2020 23:00,763.2872,3.001101,7.530787,20.28182,,0.2019609,8.890742,10851.9,6.225383,171.7957
6/13/2020 0:00,763.1296,2.740853,6.933108,20.15354,,0.193074,8.634915,10557.42,6.043133,144.9331
6/13/2020 1:00,763.7897,2.397099,6.142679,20.34116,,0.2323047,8.150964,10306.32,5.889462,114.2463
6/13/2020 2:00,763.7297,2.176271,5.634243,20.28985,,0.6261042,7.646716,10440.34,5.971676,75.03722
6/13/2020 3:00,763.6997,2.037372,5.314565,20.02957,,1.993649,7.269729,10704.17,6.132989,72.96871
6/13/2020 4:00,763.9323,2.027172,5.29027,19.74686,,5.399898,7.252884,10815.9,6.200493,67.81123
6/13/2020 5:00,763.7447,2.138598,5.544261,17.38654,,0.265101,9.437525,10820.9,6.188777,310.9286
6/13/2020 6:00,763.5422,2.378421,6.096852,18.30127,,0.2596504,9.320835,10671.5,6.103151,566.987
6/13/2020 7:00,763.9397,2.600068,6.606652,18.29306,,0.2416345,9.313151,10640.13,6.083797,541.4466
6/13/2020 8:00,763.9622,2.733761,6.914969,18.47442,,0.2654254,9.250237,10522.41,6.012547,308.8782
6/13/2020 9:00,763.9772,2.680224,6.7913,18.43577,,0.2466578,9.318854,10575.86,6.04517,181.8576
6/13/2020 10:00,763.9772,2.48902,6.351437,18.33615,,0.2364977,9.333196,10647.56,6.088646,177.2591
6/13/2020 11:00,763.8798,2.191051,5.66632,18.81669,,0.5604172,9.084154,10786.75,6.177316,93.87641
6/13/2020 12:00,763.8123,1.931935,5.070791,19.89302,,5.234951,7.86939,11014.52,6.323937,99.10443
6/13/2020 13:00,763.4972,1.680949,4.49393,20.57516,,9.641024,7.882221,11249.83,6.473016,114.5883
6/13/2020 14:00,763.3247,1.544846,4.180802,20.90278,,12.64414,7.84145,11380.29,6.555478,111.4895
6/13/2020 15:00,763.1296,1.46597,3.999845,21.36773,,16.26346,7.943042,11453.07,6.602729,93.1153
6/13/2020 16:00,762.7846,1.428849,3.914731,21.72334,,17.64477,8.24877,11453.88,6.604695,81.92463
6/13/2020 17:00,762.4396,1.51443,4.112604,22.96495,,13.028,8.991975,11376.2,6.560727,179.5303
6/13/2020 18:00,762.3271,2.026651,5.293394,23.5673,,0.2490736,8.517041,10747.06,6.172135,668.219
6/13/2020 19:00,762.3946,2.475259,6.323825,22.18755,,0.2419467,8.744868,11004.75,6.327695,805.4528
6/13/2020 20:00,762.6346,2.76023,6.976997,21.58653,,0.2304015,8.783387,11408.36,6.575857,765.5963
6/13/2020 21:00,762.8521,2.98116,7.483693,21.06825,,0.2479829,8.878294,11590.02,6.686548,539.9417
6/13/2020 22:00,762.9947,3.096849,7.749185,20.88494,,0.2265559,8.904508,11662.44,6.730739,389.1582
6/13/2020 23:00,763.0021,3.078361,7.70639,20.7299,,0.2183602,8.8972,11652.79,6.723986,243.3249
6/14/2020 0:00,762.8896,2.846808,7.173525,20.45383,,0.2186819,8.835039,11663.31,6.729148,105.7458
6/14/2020 1:00,762.5596,2.50619,6.390781,20.33541,,0.2051644,8.418763,11521.77,6.640571,100.8789
6/14/2020 2:00,762.1396,2.183914,5.650455,20.47693,,0.217916,7.890765,11124.4,6.394839,84.32929
6/14/2020 3:00,761.9521,1.944139,5.099487,20.45076,,4.294625,7.128754,11087.62,6.371943,68.73411
6/14/2020 4:00,762.0345,1.799288,4.765901,20.08558,,7.612237,6.773134,11273.89,6.485488,62.89468
6/14/2020 5:00,762.2371,1.748344,4.648489,19.82484,,9.79708,6.688357,11361.35,6.538306,66.44505
6/14/2020 6:00,762.1171,1.884668,4.960414,18.30056,,0.4412627,8.513962,11451.05,6.584382,331.9668
6/14/2020 7:00,762.5971,2.110221,5.478038,18.28245,,0.2100146,9.111817,11622.55,6.690533,251.5154
6/14/2020 8:00,762.8071,2.394361,6.132068,18.7339,,0.2028195,9.109665,11615.96,6.689582,208.0518
6/14/2020 9:00,763.0621,2.584303,6.570206,19.39854,,0.205157,9.203924,11153.5,6.407188,120.7769
6/14/2020 10:00,762.9271,2.615654,6.640447,18.88414,,0.2316548,8.997283,11587.38,6.672845,137.6842
6/14/2020 11:00,762.8596,2.463726,6.290946,18.72559,,0.2442966,9.032969,11597.36,6.677986,106.8584
6/14/2020 12:00,762.8821,2.21616,5.722631,19.30909,,0.2221683,9.187368,11597.55,6.681846,87.24142
6/14/2020 13:00,762.5446,1.948829,5.108878,19.88769,,1.941815,8.44904,11483.46,6.614395,83.44718
6/14/2020 14:00,762.1471,1.699182,4.535654,20.46008,,7.498613,7.782526,11331.54,6.523121,83.42235
6/14/2020 15:00,761.6895,1.552318,4.197878,20.93884,,9.511703,7.710879,11580.36,6.679944,69.35624
6/14/2020 16:00,761.3145,1.476447,4.02335,20.93326,,14.3076,7.729193,11582.28,6.681108,103.2241
6/14/2020 17:00,761.142,1.508472,4.098536,22.89088,,18.79596,8.690367,11654.03,6.733437,95.94844
6/14/2020 18:00,761.007,1.815136,4.807676,26.32248,,1.582876,8.283989,11701.51,6.770222,455.2048
6/14/2020 19:00,761.172,2.246177,5.798293,24.75527,,0.854718,8.55546,11564.74,6.682534,414.1067
6/14/2020 20:00,761.142,2.649933,6.726732,24.54152,,2.385247,8.219381,11858.82,6.865633,470.9904
6/14/2020 21:00,761.0895,2.922966,7.353765,23.94888,,1.767903,8.184192,11949.49,6.92089,351.4224
6/14/2020 22:00,761.1794,3.098373,7.757943,22.57275,,0.7867842,8.895783,10762.89,6.179242,348.582
6/14/2020 23:00,761.517,3.212741,8.022335,21.9789,,0.2700678,8.928992,10311.95,5.899139,323.9374
6/15/2020 0:00,761.082,3.109398,7.78408,22.03672,,1.780764,8.712608,10432.96,5.973871,157.5709
6/15/2020 1:00,761.127,2.798884,7.06908,21.90842,,0.392723,8.397691,10686.05,6.1296,112.2696
6/15/2020 2:00,760.9995,2.42764,6.212178,22.25567,,1.620585,7.572662,11530.66,6.654459,98.40804
6/15/2020 3:00,760.962,2.104455,5.468443,22.04529,,4.090861,6.588532,11723.64,6.773838,63.71237
6/15/2020 4:00,761.0145,1.869928,4.927706,21.46168,,9.243466,6.005179,11901.89,6.882549,52.62509
6/15/2020 5:00,761.2095,1.66497,4.456219,21.13408,,9.894457,5.772403,11957.09,6.915482,54.20943
6/15/2020 6:00,761.502,1.613248,4.337138,20.86457,,10.47479,5.866247,11973.24,6.924251,86.52297
6/15/2020 7:00,761.6746,1.671077,4.469954,20.60569,,9.226059,6.170185,11984.65,6.930054,81.57845
6/15/2020 8:00,761.8546,1.968568,5.154275,18.83125,,0.3218987,9.240282,11136.25,6.393125,337.8224
6/15/2020 9:00,762.2896,2.284517,5.881478,19.35824,,0.5272192,9.264666,10922.15,6.263977,333.75
6/15/2020 10:00,762.3796,2.509466,6.399228,19.46757,,0.3483024,9.311722,10895.33,6.248027,299.6797
6/15/2020 11:00,762.2221,2.622504,6.659224,19.8196,,0.9036446,9.244823,10924.99,6.268225,253.3004
6/15/2020 12:00,761.697,2.554318,6.502829,19.85886,,0.8312001,9.402159,10853.84,6.224493,135.9725
6/15/2020 13:00,761.4495,2.415386,6.183414,20.18232,,0.4285091,9.402135,10891.59,6.249425,128.1446
6/15/2020 14:00,761.502,2.120997,5.506536,20.19398,,0.8054706,9.365573,11000.17,6.316588,103.5545
6/15/2020 15:00,761.3295,1.879796,4.951674,20.90001,,7.074854,9.298763,11218.87,6.45533,77.69406
6/15/2020 16:00,760.857,1.79118,4.748123,21.65214,,13.33446,9.027789,11495.07,6.630012,89.20194
6/15/2020 17:00,761.007,1.781683,4.726176,22.13885,,14.09434,8.968959,11667.83,6.739422,97.49789
6/15/2020 18:00,760.6844,1.947863,5.109646,22.73019,,4.521165,8.709777,11442.01,6.600925,319.4587
6/15/2020 19:00,760.782,2.240649,5.782463,21.64071,,0.2720183,8.881372,11231.75,6.466425,602.4566
6/15/2020 20:00,760.5795,2.649751,6.722946,21.15247,,0.845003,8.890591,11183.01,6.434206,609.5781
6/15/2020 21:00,760.5569,2.969254,7.45781,20.97453,,0.2667947,8.912258,11105.34,6.385306,590.4721
6/15/2020 22:00,760.9919,3.186158,7.956286,20.74435,,0.2752908,8.9355,11035.45,6.341014,564.3866
6/15/2020 23:00,761.0895,3.321766,8.268131,20.57355,,0.6379859,8.919365,11071.79,6.362722,462.0264
6/16/2020 0:00,760.6094,3.265473,8.139442,20.54666,,0.4758828,8.898963,11003.16,6.320128,331.1575
6/16/2020 1:00,760.7969,3.028525,7.593391,20.25083,,0.357759,8.77259,10995.45,6.31395,127.6515
6/16/2020 2:00,761.007,2.622952,6.659585,19.80254,,0.2617461,7.924985,11098.62,6.375471,149.9978
6/16/2020 3:00,760.932,2.232575,5.761108,19.52256,,2.701514,6.660831,11436.57,6.583238,116.4176
6/16/2020 4:00,760.902,1.949467,5.109025,19.37074,,6.097882,6.115538,11683.43,6.73556,68.61576
6/16/2020 5:00,761.322,1.732663,4.610495,19.19579,,5.768096,5.922145,11801.98,6.808146,53.36006
6/16/2020 6:00,761.5845,1.587736,4.276759,18.97476,,5.803466,5.873878,11831.35,6.82497,55.12582
6/16/2020 7:00,761.9071,1.493557,4.060703,18.8113,,5.534097,5.866527,11857.9,6.840375,74.89457
6/16/2020 8:00,762.1546,1.512071,4.103296,18.80641,,5.582089,6.114734,11861.84,6.842794,98.98412
6/16/2020 9:00,762.5297,1.888341,4.969791,18.92243,,0.2578568,9.230404,11253.73,6.46635,404.4628
6/16/2020 10:00,762.6497,2.270883,5.848563,18.8117,,0.2765911,9.375453,11326.73,6.510834,296.601
6/16/2020 11:00,762.5371,2.52721,6.437769,19.29238,,1.468004,9.509899,11756.97,6.780777,263.9235
6/16/2020 12:00,762.4696,2.633923,6.68327,19.46261,,0.6464964,9.465231,11571.29,6.666472,127.6356
6/16/2020 13:00,761.8546,2.569987,6.536314,19.65079,,1.403714,9.456811,11636.06,6.707808,150.3544
6/16/2020 14:00,761.4945,2.4388,6.235377,20.06475,,0.8435114,9.475672,11573.77,6.671439,137.9487
6/16/2020 15:00,760.9545,2.184503,5.651237,20.0458,,0.7512968,9.328932,11400.55,6.563808,171.6526
6/16/2020 16:00,760.6169,1.933139,5.073432,20.46389,,1.988107,9.069898,11460.22,6.602996,98.02079
6/16/2020 17:00,760.6094,1.825204,4.825376,20.74192,,6.688128,8.777439,11567.5,6.671015,74.90147
6/16/2020 18:00,760.5045,1.838284,4.856109,21.62173,,7.15079,8.850788,11607.72,6.699963,83.70277
6/16/2020 19:00,760.7595,1.995975,5.219154,22.54327,,2.663609,8.760722,11949.19,6.916385,233.1624
6/16/2020 20:00,760.9245,2.343713,6.018777,22.26731,,0.2685636,8.724533,11842.88,6.849021,405.2798
6/16/2020 21:00,760.9844,2.738176,6.925486,22.02709,,1.318845,8.6141,11916.75,6.894188,324.2411
6/16/2020 22:00,761.4346,3.047427,7.63569,21.17953,,1.246814,8.756895,11793.77,6.813883,438.2367
6/16/2020 23:00,761.457,3.217286,8.025057,20.79354,,1.376002,8.888042,11963.43,6.917782,349.2979
6/17/2020 0:00,761.4495,3.284683,8.180701,20.71219,,0.267745,8.967313,11742.37,6.779643,284.7682
6/17/2020 1:00,761.517,3.16215,7.898157,20.56795,,1.539371,8.908813,11775.7,6.799666,134.9034
6/17/2020 2:00,761.6746,2.798432,7.062206,20.31238,,0.2752752,8.357216,11742.29,6.777544,151.7458
6/17/2020 3:00,761.5396,2.360319,6.054399,20.28016,,0.7685263,7.203852,11808.27,6.818436,114.4207
6/17/2020 4:00,761.4796,2.020511,5.272652,19.99259,,2.001642,6.029859,11994.78,6.933012,67.20052
6/17/2020 5:00,761.7271,1.746893,4.643151,19.7607,,3.315655,5.717427,12078.34,6.983733,53.53774
6/17/2020 6:00,761.8621,1.576482,4.251434,19.59856,,2.301344,5.481131,12120.19,7.008834,47.43653
6/17/2020 7:00,762.1021,1.482965,4.036441,19.48769,,4.626915,5.396058,12134.88,7.017302,57.8338
6/17/2020 8:00,762.2821,1.433521,3.922751,19.52109,,2.726741,5.413105,12149.6,7.026693,80.67621
6/17/2020 9:00,762.2596,1.426011,3.905584,19.61007,,1.816655,5.33126,12163.49,7.035912,69.8247
6/17/2020 10:00,762.1771,1.83883,4.856,21.11644,,2.156902,7.937119,11983.1,6.93163,180.599
6/17/2020 11:00,761.8845,2.280478,5.871437,20.86279,,2.265176,8.729873,11872.55,6.861465,73.92118
6/17/2020 12:00,761.487,2.545315,6.481605,21.66341,,0.6695128,9.254356,11988.02,6.937171,55.43355
6/17/2020 13:00,761.082,2.646908,6.716186,22.08686,,0.9147595,9.476127,11895.17,6.88096,43.95745
6/17/2020 14:00,760.647,2.630932,6.678109,21.7362,,1.683961,9.238885,11980.24,6.932622,59.70988
6/17/2020 15:00,760.2944,2.430637,6.217907,21.7014,,3.543064,8.737164,11958.2,6.918718,45.00139
6/17/2020 16:00,759.8069,2.196176,5.678802,21.59591,,5.464509,8.134123,11973.28,6.927676,56.10359
6/17/2020 17:00,759.5143,1.957995,5.130212,21.57858,,7.431486,7.200414,12102.82,7.008494,56.71135
6/17/2020 18:00,759.2593,1.895914,4.987807,21.6152,,6.103284,6.839863,12138.67,7.031054,46.4522
6/17/2020 19:00,759.2894,1.953681,5.120565,21.8572,,9.937117,6.972521,12140.01,7.03294,65.68344
6/17/2020 20:00,759.5068,2.244314,5.793235,24.84797,,4.122492,8.977147,11951.9,6.924454,257.2192
6/17/2020 21:00,759.5519,2.641453,6.705393,23.69683,,4.799102,9.097231,11959.54,6.926499,217.1502
6/17/2020 22:00,759.7094,2.989077,7.504396,23.33249,,3.81545,9.170216,12002.71,6.952431,204.0287
6/17/2020 23:00,759.7018,3.219677,8.034043,22.81023,,6.649179,9.536896,11966.07,6.927864,146.9724
6/18/2020 0:00,759.5669,3.369961,8.379586,22.64647,,6.584439,9.391386,11907.91,6.890975,77.87262
6/18/2020 1:00,759.4468,3.369898,8.380127,22.83492,,7.689007,9.121369,11831.67,6.844032,69.66851
6/18/2020 2:00,759.4843,3.127104,7.820917,22.44484,,6.515329,9.002769,11869.7,6.866412,58.76089
6/18/2020 3:00,759.2819,2.710044,6.860779,22.01905,,4.734166,7.884591,11948.86,6.9142,110.6391
6/18/2020 4:00,759.3943,2.292519,5.899785,21.687,,4.402465,6.026962,12102.28,7.008633,66.57314
6/18/2020 5:00,759.4169,1.973625,5.165498,21.42933,,5.77543,5.458447,12200.14,7.068639,46.666
6/18/2020 6:00,759.7919,1.735462,4.617391,21.25123,,3.89817,5.231458,12259.09,7.104662,42.70607
6/18/2020 7:00,759.9119,1.589129,4.281451,21.07375,,3.352185,5.098082,12293.39,7.125247,46.82274
6/18/2020 8:00,759.9719,1.50566,4.089421,21.04044,,4.658135,5.170929,12317.93,7.14043,69.30216
6/18/2020 9:00,760.1894,1.45426,3.971401,21.2697,,3.956119,5.226496,12341.99,7.15661,58.25206
6/18/2020 10:00,760.0394,1.503209,4.08402,21.4969,,4.094812,5.272431,12348.6,7.161818,73.06757
6/18/2020 11:00,759.8144,2.051508,5.347724,23.62987,,6.167035,7.690212,12254.14,7.110653,84.16511
6/18/2020 12:00,759.6194,2.4697,6.312839,24.90117,,6.584979,9.468273,11775.02,6.814015,51.51207
6/18/2020 13:00,759.0568,2.710096,6.86703,25.26872,,5.221108,9.803016,11677.52,6.753804,43.88346
6/18/2020 14:00,758.6518,2.803206,7.08089,25.19773,,4.929526,9.91557,11625.85,6.721441,54.76256
6/18/2020 15:00,758.3293,2.750368,6.959283,24.81375,,4.314273,9.656155,11649.42,6.735452,51.09372
6/18/2020 16:00,757.9243,2.573706,6.551157,24.49656,,6.694246,9.409878,11781.49,6.817231,56.46088
6/18/2020 17:00,757.6092,2.324793,5.977618,24.34108,,9.303483,9.022985,11987.91,6.945878,48.45354
6/18/2020 18:00,757.4517,2.105672,5.472424,23.70518,,10.74794,7.787427,12195.93,7.074417,57.07685
6/18/2020 19:00,757.5192,2.084514,5.422667,23.37607,,12.52593,6.933074,12284.79,7.129095,59.21836
6/18/2020 20:00,757.5417,2.240268,5.784705,25.99915,,16.06245,8.695496,12326.42,7.161047,186.6459
6/18/2020 21:00,757.7742,2.587814,6.583595,25.19668,,13.11798,9.569772,12208.7,7.085903,168.3557
6/18/2020 22:00,758.0892,2.966157,7.45306,24.41456,,13.72529,9.080779,12151.33,7.048317,210.9522
6/18/2020 23:00,758.1793,3.243679,8.091297,24.3646,,8.824911,9.424709,12167.26,7.058178,223.9074
6/19/2020 0:00,757.8492,3.472466,8.616688,24.06291,,11.49772,9.476871,12067.86,6.995212,114.6615
6/19/2020 1:00,757.8268,3.557155,8.813289,24.0895,,14.76565,9.379921,11932.32,6.910518,114.6293
6/19/2020 2:00,757.6167,3.445753,8.556572,23.97713,,15.65798,8.771086,11909.23,6.895801,81.35677
6/19/2020 3:00,757.7817,3.079887,7.707931,23.35163,,12.25916,8.145992,12071.46,6.995479,114.734
6/19/2020 4:00,757.7517,2.678338,6.788382,22.61258,,9.37894,6.594258,12194.38,7.069912,145.2562
6/19/2020 5:00,757.8342,2.318287,5.95878,22.18377,,8.513745,5.574984,12323.06,7.148809,84.6011
6/19/2020 6:00,757.9392,2.04618,5.332121,21.85738,,7.284015,5.446748,12401.61,7.196631,54.43078
6/19/2020 7:00,758.7568,1.786693,4.735866,21.58412,,8.119983,5.402948,12468.03,7.237012,55.96553
6/19/2020 8:00,758.9669,1.647707,4.415585,21.42538,,6.193202,5.356983,12521.51,7.26978,54.9281
6/19/2020 9:00,759.0868,1.557171,4.207648,21.40617,,8.272992,5.54975,12558.26,7.292721,71.29195
6/19/2020 10:00,759.1844,1.513472,4.107404,21.58078,,7.654082,5.727733,12592.1,7.314766,68.97027
6/19/2020 11:00,759.3643,1.901057,5.000174,23.09323,,7.8043,8.228376,12490.98,7.257442,228.5173
6/19/2020 12:00,759.4019,2.44533,6.25372,22.84063,,8.420571,8.828091,11614.51,6.708654,397.78
6/19/2020 13:00,758.9818,2.764808,6.988839,23.04233,,8.549169,8.870033,11573.68,6.683851,276.0499
6/19/2020 14:00,758.7493,2.932691,7.376419,23.80618,,14.35539,9.075703,11681.54,6.753226,222.7967
