Sonde,Date (MM/DD/YYYY),Time (HH:mm:ss),Site Name,Depth_m,DO_sat,DO_mgL,SPC,Turb_FNU,ph,ph_mv,TempC,Battery_V,Pressure_psi,VertPosit_m
21L101262,5/3/2022,8:15:00,TuleRed_Breach,1.277,73.1,6.97,10188.8,75.36,7.22,-27.3,15.947,5.67,,
21L101262,5/3/2022,8:30:00,TuleRed_Breach,1.226,72.8,6.95,10203.4,73.11,7.2,-26.4,15.948,5.66,,
21L101262,5/3/2022,8:45:00,TuleRed_Breach,1.178,72.4,6.9,10205.1,67.71,7.18,-25.3,15.961,5.67,,
21L101262,5/3/2022,9:00:00,TuleRed_Breach,1.128,71.9,6.85,10220.3,68.62,7.16,-23.9,15.983,5.66,,
21L101262,5/3/2022,9:15:00,TuleRed_Breach,1.092,71.7,6.82,10229.8,62.32,7.14,-22.8,16.022,5.66,,
21L101262,5/3/2022,9:30:00,TuleRed_Breach,1.051,71.7,6.82,10236.9,62.73,7.13,-22.2,16.104,5.67,,
21L101262,5/3/2022,9:45:00,TuleRed_Breach,1.022,71.6,6.8,10247.1,56.83,7.12,-21.8,16.193,5.66,,
21L101262,5/3/2022,10:00:00,TuleRed_Breach,0.995,71.7,6.79,10256.7,50.07,7.1,-20.6,16.309,5.67,,
21L101262,5/3/2022,10:15:00,TuleRed_Breach,0.978,71.9,6.79,10263.1,58.39,7.09,-20.2,16.424,5.66,,
21L101262,5/3/2022,10:30:00,TuleRed_Breach,0.963,72.3,6.81,10269.7,41.57,7.09,-20.1,16.558,5.67,,
21L101262,5/3/2022,10:45:00,TuleRed_Breach,0.951,72.7,6.82,10275.4,40.9,7.08,-19.8,16.722,5.67,,
21L101262,5/3/2022,11:00:00,TuleRed_Breach,0.942,73.1,6.84,10281.1,36.04,7.08,-19.8,16.896,5.66,,
21L101262,5/3/2022,11:15:00,TuleRed_Breach,0.931,73.5,6.85,10290.4,34.55,7.08,-19.4,17.077,5.67,,
21L101262,5/3/2022,11:30:00,TuleRed_Breach,0.925,73.6,6.83,10299.3,32.13,7.06,-18.7,17.237,5.66,,
21L101262,5/3/2022,11:45:00,TuleRed_Breach,0.918,74,6.84,10310.1,29.62,7.06,-18.5,17.456,5.66,,
21L101262,5/3/2022,12:00:00,TuleRed_Breach,0.91,74.3,6.84,10312.4,30,7.06,-18.3,17.684,5.66,,
21L101262,5/3/2022,12:15:00,TuleRed_Breach,0.904,74.7,6.85,10323.6,29.78,7.06,-18.6,17.829,5.66,,
21L101262,5/3/2022,12:30:00,TuleRed_Breach,0.897,76,6.92,10333.6,28.84,7.06,-18.5,18.203,5.66,,
21L101262,5/3/2022,12:45:00,TuleRed_Breach,0.892,75.6,6.88,10333.6,28.02,7.06,-18.8,18.241,5.66,,
21L101262,5/3/2022,13:00:00,TuleRed_Breach,0.886,76.3,6.89,10354.3,28.61,7.05,-18,18.616,5.67,,
21L101262,5/3/2022,13:15:00,TuleRed_Breach,0.928,77.5,6.98,10328,43.44,7.05,-18,18.746,5.67,,
21L101262,5/3/2022,13:30:00,TuleRed_Breach,0.996,93,7.73,10161.1,145.91,7.27,-30.3,22.9,5.66,,
21L101262,5/3/2022,13:45:00,TuleRed_Breach,1.097,103.9,8.67,10189.9,184.22,7.74,-56.7,22.689,5.67,,
21L101262,5/3/2022,14:00:00,TuleRed_Breach,1.203,103.9,8.81,10185.6,103.02,7.77,-58.3,21.896,5.67,,
21L101262,5/3/2022,14:15:00,TuleRed_Breach,1.311,103.9,8.88,10177.3,64.83,7.79,-59.3,21.473,5.67,,
21L101262,5/3/2022,14:30:00,TuleRed_Breach,1.4,104,8.91,10165.6,61.87,7.8,-59.8,21.296,5.67,,
21L101262,5/3/2022,14:45:00,TuleRed_Breach,1.488,104.5,8.96,10167.9,43.09,7.81,-60.2,21.284,5.67,,
21L101262,5/3/2022,15:00:00,TuleRed_Breach,1.564,104.9,8.99,10164.9,37.94,7.81,-60.6,21.315,5.67,,
21L101262,5/3/2022,15:15:00,TuleRed_Breach,1.629,104.7,8.98,10160.5,33.01,7.81,-60.4,21.268,5.67,,
21L101262,5/3/2022,15:30:00,TuleRed_Breach,1.689,104.7,8.96,10198.5,36.97,7.81,-60.2,21.404,5.67,,
21L101262,5/3/2022,15:45:00,TuleRed_Breach,1.74,104.5,8.95,10224.4,35.1,7.8,-60.1,21.336,5.67,,
21L101262,5/3/2022,16:00:00,TuleRed_Breach,1.793,104.1,8.93,10227.1,29.68,7.8,-59.6,21.263,5.67,,
21L101262,5/3/2022,16:15:00,TuleRed_Breach,1.835,103.6,8.89,10239.7,30.73,7.79,-59,21.191,5.67,,
21L101262,5/3/2022,16:30:00,TuleRed_Breach,1.884,102.8,8.85,10239.5,37.8,7.77,-57.9,21.054,5.67,,
21L101262,5/3/2022,16:45:00,TuleRed_Breach,1.911,104.8,8.85,10177.7,31.4,7.8,-59.9,22.086,5.67,,
21L101262,5/3/2022,17:00:00,TuleRed_Breach,1.935,101.2,8.69,10253.4,29.98,7.75,-57.1,21.211,5.67,,
21L101262,5/3/2022,17:15:00,TuleRed_Breach,1.954,96.8,8.32,10239,30.2,7.71,-54.6,21.123,5.67,,
21L101262,5/3/2022,17:30:00,TuleRed_Breach,1.967,95.8,8.24,10240.4,34.21,7.7,-54.4,21.101,5.67,,
21L101262,5/3/2022,17:45:00,TuleRed_Breach,1.983,99.2,8.52,10235.3,31.92,7.74,-56.6,21.228,5.67,,
21L101262,5/3/2022,18:00:00,TuleRed_Breach,1.99,97.8,8.36,10244.4,34.7,7.72,-55.3,21.442,5.67,,
21L101262,5/3/2022,18:15:00,TuleRed_Breach,1.98,99.1,8.45,10239.8,33.76,7.73,-56,21.566,5.67,,
21L101262,5/3/2022,18:30:00,TuleRed_Breach,1.966,100.6,8.6,10275.7,29.75,7.75,-57.3,21.417,5.67,,
21L101262,5/3/2022,18:45:00,TuleRed_Breach,1.942,103.2,8.7,10233.4,27.93,7.79,-59.4,22.16,5.66,,
21L101262,5/3/2022,19:00:00,TuleRed_Breach,1.923,101.7,8.66,10244.8,30.98,7.76,-57.9,21.624,5.67,,
21L101262,5/3/2022,19:15:00,TuleRed_Breach,1.893,102.4,8.64,10263.4,27.68,7.78,-59,22.093,5.68,,
21L101262,5/3/2022,19:30:00,TuleRed_Breach,1.86,103.4,8.68,10257.6,26.82,7.8,-59.8,22.369,5.67,,
21L101262,5/3/2022,19:45:00,TuleRed_Breach,1.826,104.4,8.74,10265.1,26.46,7.81,-60.6,22.503,5.67,,
21L101262,5/3/2022,20:00:00,TuleRed_Breach,1.791,103.9,8.72,10260.7,25.95,7.8,-60.3,22.405,5.67,,
21L101262,5/3/2022,20:15:00,TuleRed_Breach,1.741,103.9,8.73,10259.9,28.42,7.8,-60.2,22.312,5.67,,
21L101262,5/3/2022,20:30:00,TuleRed_Breach,1.703,104,8.7,10260.1,28.35,7.8,-60,22.518,5.67,,
21L101262,5/3/2022,20:45:00,TuleRed_Breach,1.664,103.5,8.67,10260.2,28.4,7.79,-59.7,22.514,5.67,,
21L101262,5/3/2022,21:00:00,TuleRed_Breach,1.621,102.6,8.6,10256.7,30.08,7.78,-59.2,22.464,5.67,,
21L101262,5/3/2022,21:15:00,TuleRed_Breach,1.58,102.3,8.56,10258,29.57,7.78,-59,22.568,5.67,,
21L101262,5/3/2022,21:30:00,TuleRed_Breach,1.553,102,8.52,10259.8,28.57,7.77,-58.3,22.594,5.67,,
21L101262,5/3/2022,21:45:00,TuleRed_Breach,1.532,100.9,8.44,10264.4,30.72,7.76,-57.6,22.526,5.67,,
21L101262,5/3/2022,22:00:00,TuleRed_Breach,1.512,98.7,8.28,10271.6,31.34,7.73,-55.9,22.414,5.67,,
21L101262,5/3/2022,22:15:00,TuleRed_Breach,1.509,98.2,8.25,10272.7,27.3,7.73,-55.9,22.35,5.67,,
21L101262,5/3/2022,22:30:00,TuleRed_Breach,1.506,98.1,8.25,10274.1,29.02,7.72,-55.8,22.274,5.67,,
21L101262,5/3/2022,22:45:00,TuleRed_Breach,1.511,96.8,8.16,10272,28.96,7.71,-54.9,22.157,5.67,,
21L101262,5/3/2022,23:00:00,TuleRed_Breach,1.533,97,8.18,10276.6,29.48,7.71,-54.8,22.133,5.67,,
21L101262,5/3/2022,23:15:00,TuleRed_Breach,1.563,83.7,7.08,10405.7,128.04,7.61,-49.4,21.947,5.67,,
21L101262,5/3/2022,23:30:00,TuleRed_Breach,1.608,90.7,7.69,10381.3,83.7,7.67,-52.6,21.797,5.67,,
21L101262,5/3/2022,23:45:00,TuleRed_Breach,1.659,91.2,7.77,10382,79.44,7.66,-52.2,21.577,5.67,,
21L101262,5/4/2022,0:00:00,TuleRed_Breach,1.72,89.8,7.64,10393.7,87.28,7.64,-51.2,21.648,5.67,,
21L101262,5/4/2022,0:15:00,TuleRed_Breach,1.775,90.8,7.74,10379.6,129.92,7.69,-53.9,21.527,5.67,,
21L101262,5/4/2022,0:30:00,TuleRed_Breach,1.846,93,7.97,10355.4,158.26,7.75,-56.8,21.298,5.66,,
21L101262,5/4/2022,0:45:00,TuleRed_Breach,1.915,94.9,8.18,10330.7,146.93,7.78,-58.7,20.964,5.67,,
21L101262,5/4/2022,1:00:00,TuleRed_Breach,1.975,94.9,8.23,10327.2,141.23,7.78,-58.7,20.678,5.66,,
21L101262,5/4/2022,1:15:00,TuleRed_Breach,2.032,96.4,8.42,10309.4,157.47,7.8,-59.8,20.327,5.67,,
21L101262,5/4/2022,1:30:00,TuleRed_Breach,2.086,97.8,8.6,10281.5,140.6,7.83,-61.1,19.94,5.67,,
21L101262,5/4/2022,1:45:00,TuleRed_Breach,2.134,98.4,8.69,10260.2,125.31,7.84,-61.7,19.731,5.66,,
21L101262,5/4/2022,2:00:00,TuleRed_Breach,2.186,98.3,8.71,10257,109.41,7.84,-61.6,19.586,5.67,,
21L101262,5/4/2022,2:15:00,TuleRed_Breach,2.234,98,8.71,10263.6,110.64,7.83,-61.3,19.412,5.66,,
21L101262,5/4/2022,2:30:00,TuleRed_Breach,2.268,98.6,8.77,10258.8,105.8,7.84,-61.8,19.393,5.66,,
21L101262,5/4/2022,2:45:00,TuleRed_Breach,2.302,99.2,8.81,10250.6,106.98,7.85,-62.3,19.439,5.67,,
21L101262,5/4/2022,3:00:00,TuleRed_Breach,2.327,99.3,8.83,10247.6,101.58,7.85,-62.4,19.437,5.66,,
21L101262,5/4/2022,3:15:00,TuleRed_Breach,2.341,99.6,8.86,10231.4,105.78,7.86,-62.8,19.404,5.66,,
21L101262,5/4/2022,3:30:00,TuleRed_Breach,2.35,99.4,8.84,10228.9,109.64,7.86,-62.7,19.388,5.66,,
21L101262,5/4/2022,3:45:00,TuleRed_Breach,2.353,99,8.8,10228,113.86,7.84,-62.1,19.39,5.66,,
21L101262,5/4/2022,4:00:00,TuleRed_Breach,2.349,98.5,8.78,10228.4,81.43,7.84,-61.7,19.305,5.67,,
21L101262,5/4/2022,4:15:00,TuleRed_Breach,2.338,97.7,8.78,10221.3,53.43,7.84,-61.7,18.866,5.66,,
21L101262,5/4/2022,4:30:00,TuleRed_Breach,2.334,96.7,8.71,10214.3,51.57,7.83,-61.1,18.713,5.67,,
21L101262,5/4/2022,4:45:00,TuleRed_Breach,2.322,91.5,8.27,10222.1,49.44,7.77,-57.6,18.616,5.66,,
21L101262,5/4/2022,5:00:00,TuleRed_Breach,2.292,95.5,8.62,10220.8,49.36,7.82,-60.4,18.686,5.66,,
21L101262,5/4/2022,5:15:00,TuleRed_Breach,2.247,96.5,8.68,10265.2,49.43,7.83,-61,18.815,5.66,,
21L101262,5/4/2022,5:30:00,TuleRed_Breach,2.191,95,8.55,10274.7,49.88,7.79,-59.1,18.751,5.66,,
21L101262,5/4/2022,5:45:00,TuleRed_Breach,2.137,94.6,8.52,10293.9,70.84,7.79,-58.7,18.784,5.66,,
21L101262,5/4/2022,6:00:00,TuleRed_Breach,2.073,93.1,8.39,10304.9,81.98,7.75,-56.7,18.735,5.66,,
21L101262,5/4/2022,6:15:00,TuleRed_Breach,2.005,92.1,8.3,10323.8,85.24,7.73,-55.7,18.697,5.66,,
21L101262,5/4/2022,6:30:00,TuleRed_Breach,1.939,90.6,8.17,10348,90.92,7.7,-54.1,18.658,5.65,,
21L101262,5/4/2022,6:45:00,TuleRed_Breach,1.873,88.3,7.97,10364.7,88.02,7.66,-51.5,18.599,5.66,,
21L101262,5/4/2022,7:00:00,TuleRed_Breach,1.799,85,7.68,10385.4,89.58,7.59,-47.8,18.574,5.67,,
21L101262,5/4/2022,7:15:00,TuleRed_Breach,1.72,80.7,7.29,10424.4,89.56,7.5,-42.6,18.612,5.66,,
21L101262,5/4/2022,7:30:00,TuleRed_Breach,1.65,77.1,6.95,10491.3,80.17,7.4,-37.5,18.613,5.66,,
21L101262,5/4/2022,7:45:00,TuleRed_Breach,1.583,74,6.68,10517.8,76.35,7.33,-33.7,18.58,5.66,,
21L101262,5/4/2022,8:00:00,TuleRed_Breach,1.514,72.4,6.54,10540.4,68.26,7.29,-31.2,18.555,5.65,,
21L101262,5/4/2022,8:15:00,TuleRed_Breach,1.463,71.3,6.44,10553.3,62.97,7.26,-29.6,18.52,5.66,,
21L101262,5/4/2022,8:30:00,TuleRed_Breach,1.409,70.5,6.38,10565.8,57.38,7.24,-28.3,18.493,5.66,,
21L101262,5/4/2022,8:45:00,TuleRed_Breach,1.358,70,6.34,10578.1,53.94,7.21,-26.8,18.477,5.65,,
21L101262,5/4/2022,9:00:00,TuleRed_Breach,1.302,69.9,6.32,10585.5,49.29,7.2,-26.1,18.491,5.66,,
21L101262,5/4/2022,9:15:00,TuleRed_Breach,1.255,69.7,6.3,10594.9,47.77,7.18,-25.2,18.514,5.66,,
21L101262,5/4/2022,9:30:00,TuleRed_Breach,1.207,69.7,6.3,10606.3,44.69,7.17,-24.5,18.554,5.65,,
21L101262,5/4/2022,9:45:00,TuleRed_Breach,1.166,69.7,6.29,10634.6,41.87,7.15,-23.6,18.607,5.66,,
21L101262,5/4/2022,10:00:00,TuleRed_Breach,1.124,69.8,6.29,10644.3,39.45,7.14,-22.8,18.669,5.66,,
21L101262,5/4/2022,10:15:00,TuleRed_Breach,1.079,70.1,6.3,10656.8,40.76,7.13,-22.3,18.752,5.66,,
21L101262,5/4/2022,10:30:00,TuleRed_Breach,1.04,70.4,6.32,10670,36.72,7.12,-21.8,18.86,5.66,,
21L101262,5/4/2022,10:45:00,TuleRed_Breach,1.007,70.9,6.34,10674.7,37.36,7.11,-21.2,18.982,5.66,,
21L101262,5/4/2022,11:00:00,TuleRed_Breach,0.982,71.2,6.36,10713.6,33.87,7.1,-20.6,19.105,5.66,,
21L101262,5/4/2022,11:15:00,TuleRed_Breach,0.96,71.8,6.39,10717.7,32.72,7.09,-20.2,19.279,5.65,,
21L101262,5/4/2022,11:30:00,TuleRed_Breach,0.944,72.2,6.41,10735.1,30.15,7.08,-19.8,19.445,5.66,,
21L101262,5/4/2022,11:45:00,TuleRed_Breach,0.931,72.8,6.43,10747.8,29.77,7.08,-19.5,19.652,5.66,,
21L101262,5/4/2022,12:00:00,TuleRed_Breach,0.92,73.4,6.46,10782.6,28.09,7.07,-19.3,19.862,5.66,,
21L101262,5/4/2022,12:15:00,TuleRed_Breach,0.91,74.3,6.51,10794.4,26.4,7.07,-19.3,20.076,5.66,,
21L101262,5/4/2022,12:30:00,TuleRed_Breach,0.901,74.7,6.51,10804.9,25.4,7.07,-19.2,20.313,5.66,,
21L101262,5/4/2022,12:45:00,TuleRed_Breach,0.894,75.5,6.55,10815.9,26.45,7.07,-19.2,20.541,5.66,,
21L101262,5/4/2022,13:00:00,TuleRed_Breach,0.887,75.9,6.56,10835.4,26.12,7.07,-19,20.774,5.67,,
21L101262,5/4/2022,13:15:00,TuleRed_Breach,0.88,76.4,6.57,10842.8,24.59,7.07,-19,21.052,5.66,,
21L101262,5/4/2022,13:30:00,TuleRed_Breach,0.876,77.5,6.63,10870.8,25.27,7.06,-18.6,21.265,5.66,,
21L101262,5/4/2022,13:45:00,TuleRed_Breach,0.923,78.5,6.7,10874.2,50.43,7.07,-18.8,21.381,5.66,,
21L101262,5/4/2022,14:00:00,TuleRed_Breach,0.979,85.8,7,10850.9,74.85,7.14,-22.9,23.825,5.66,,
21L101262,5/4/2022,14:15:00,TuleRed_Breach,1.078,108.2,8.58,10819.2,103.93,7.61,-49.5,25.35,5.66,,
21L101262,5/4/2022,14:30:00,TuleRed_Breach,1.177,116.5,9.39,10649.6,75.23,7.84,-62.8,24.48,5.66,,
21L101262,5/4/2022,14:45:00,TuleRed_Breach,1.273,117.6,9.51,10958.8,32.37,7.88,-64.9,24.264,5.67,,
21L101262,5/4/2022,15:00:00,TuleRed_Breach,1.361,120.4,9.72,10943.7,25.06,7.94,-68.4,24.386,5.66,,
21L101262,5/4/2022,15:15:00,TuleRed_Breach,1.445,122.7,9.88,10969.5,19.85,7.98,-70.3,24.497,5.67,,
21L101262,5/4/2022,15:30:00,TuleRed_Breach,1.529,124.2,10,10978.7,18.3,7.99,-71.2,24.504,5.67,,
21L101262,5/4/2022,15:45:00,TuleRed_Breach,1.606,125.4,10.09,10966.8,21.27,8.01,-72,24.538,5.66,,
21L101262,5/4/2022,16:00:00,TuleRed_Breach,1.674,126.4,10.17,10955.5,18.51,8.01,-72.4,24.526,5.67,,
21L101262,5/4/2022,16:15:00,TuleRed_Breach,1.719,126.1,10.15,10954.1,18.62,8.01,-72.2,24.522,5.67,,
21L101262,5/4/2022,16:30:00,TuleRed_Breach,1.779,125.8,10.11,10946.5,31.66,8.01,-72.2,24.613,5.67,,
21L101262,5/4/2022,16:45:00,TuleRed_Breach,1.823,125.2,10.02,10965.7,41.66,8.01,-72.3,24.849,5.67,,
21L101262,5/4/2022,17:00:00,TuleRed_Breach,1.864,124.9,9.95,10969.2,26.36,8.01,-72.4,25.055,5.66,,
21L101262,5/4/2022,17:15:00,TuleRed_Breach,1.897,123.9,9.87,10984.3,29.2,8.01,-72.4,25.083,5.67,,
21L101262,5/4/2022,17:30:00,TuleRed_Breach,1.921,120.8,9.56,10991.7,27.78,7.98,-70.8,25.409,5.66,,
21L101262,5/4/2022,17:45:00,TuleRed_Breach,1.941,116.6,9.18,11041.6,29.73,7.95,-68.8,25.718,5.67,,
21L101262,5/4/2022,18:00:00,TuleRed_Breach,1.953,112.3,8.78,11089.9,24.3,7.88,-65.2,26.133,5.67,,
21L101262,5/4/2022,18:15:00,TuleRed_Breach,1.972,106,8.26,11139.5,25.1,7.8,-60.6,26.26,5.66,,
21L101262,5/4/2022,18:30:00,TuleRed_Breach,1.976,106,8.2,11190.5,24.35,7.75,-58.1,26.654,5.67,,
21L101262,5/4/2022,18:45:00,TuleRed_Breach,1.984,101.4,7.87,11195.2,24.78,7.72,-56.2,26.469,5.66,,
21L101262,5/4/2022,19:00:00,TuleRed_Breach,1.991,103,8.02,11193.1,25.78,7.75,-57.8,26.284,5.67,,
21L101262,5/4/2022,19:15:00,TuleRed_Breach,1.989,105.2,8.24,11156.6,29.6,7.81,-61.2,25.953,5.67,,
21L101262,5/4/2022,19:30:00,TuleRed_Breach,1.987,105.1,8.19,11194.4,28.15,7.77,-59.1,26.291,5.66,,
21L101262,5/4/2022,19:45:00,TuleRed_Breach,1.973,105.9,8.24,11210.6,25.94,7.79,-59.8,26.341,5.67,,
21L101262,5/4/2022,20:00:00,TuleRed_Breach,1.95,106.7,8.29,11225.2,22.58,7.8,-60.7,26.372,5.67,,
21L101262,5/4/2022,20:15:00,TuleRed_Breach,1.935,109,8.5,11203.6,21.03,7.84,-62.6,26.202,5.67,,
21L101262,5/4/2022,20:30:00,TuleRed_Breach,1.908,110,8.64,11169,21.12,7.88,-65,25.818,5.67,,
21L101262,5/4/2022,20:45:00,TuleRed_Breach,1.889,110.2,8.69,11142.1,20.84,7.9,-65.9,25.559,5.67,,
21L101262,5/4/2022,21:00:00,TuleRed_Breach,1.856,112.5,8.91,11117.8,19.96,7.93,-67.7,25.372,5.67,,
21L101262,5/4/2022,21:15:00,TuleRed_Breach,1.818,114.4,9.08,11096.9,19.87,7.95,-68.8,25.259,5.67,,
21L101262,5/4/2022,21:30:00,TuleRed_Breach,1.785,115,9.14,11104.4,19.07,7.95,-69,25.178,5.67,,
21L101262,5/4/2022,21:45:00,TuleRed_Breach,1.757,114.6,9.14,11096.6,20.96,7.95,-69.1,24.987,5.66,,
21L101262,5/4/2022,22:00:00,TuleRed_Breach,1.742,111.7,8.94,11094,19.69,7.94,-68,24.841,5.67,,
21L101262,5/4/2022,22:15:00,TuleRed_Breach,1.719,111.1,8.91,11089.7,19,7.94,-68.3,24.683,5.67,,
21L101262,5/4/2022,22:30:00,TuleRed_Breach,1.692,112,9.02,11075.3,21.44,7.95,-69,24.501,5.66,,
21L101262,5/4/2022,22:45:00,TuleRed_Breach,1.677,111.3,8.98,11074,23.12,7.95,-68.5,24.359,5.67,,
21L101262,5/4/2022,23:00:00,TuleRed_Breach,1.661,109.3,8.85,11073.9,24.51,7.93,-67.8,24.17,5.66,,
21L101262,5/4/2022,23:15:00,TuleRed_Breach,1.658,106.2,8.6,11070.2,22.84,7.9,-65.7,24.175,5.66,,
21L101262,5/4/2022,23:30:00,TuleRed_Breach,1.666,104.8,8.51,11077.1,29.34,7.9,-66.1,24.006,5.67,,
21L101262,5/4/2022,23:45:00,TuleRed_Breach,1.692,94.2,7.88,11138.2,63.34,7.88,-64.3,22.372,5.67,,
21L101262,5/5/2022,0:00:00,TuleRed_Breach,1.729,92.7,7.79,11137.9,57.39,7.86,-63.4,22.158,5.66,,
21L101262,5/5/2022,0:15:00,TuleRed_Breach,1.767,92.2,7.77,11126.5,62.85,7.85,-62.6,21.974,5.66,,
21L101262,5/5/2022,0:30:00,TuleRed_Breach,1.788,93.2,7.83,11112.5,61.63,7.85,-63.1,22.127,5.66,,
21L101262,5/5/2022,0:45:00,TuleRed_Breach,1.838,94.5,7.97,11152.3,45.43,7.84,-62.3,21.985,5.66,,
21L101262,5/5/2022,1:00:00,TuleRed_Breach,1.886,95.4,8.08,11151.3,84.56,7.85,-62.9,21.687,5.66,,
21L101262,5/5/2022,1:15:00,TuleRed_Breach,1.945,94.5,8.05,11169.5,91.6,7.85,-62.5,21.462,5.67,,
21L101262,5/5/2022,1:30:00,TuleRed_Breach,2.001,94.4,8.04,11145.6,70.38,7.86,-63.2,21.407,5.66,,
21L101262,5/5/2022,1:45:00,TuleRed_Breach,2.039,94,8.01,11149.9,63.12,7.86,-63,21.429,5.66,,
21L101262,5/5/2022,2:00:00,TuleRed_Breach,2.093,93.5,7.98,11169.2,61.64,7.85,-62.6,21.329,5.65,,
21L101262,5/5/2022,2:15:00,TuleRed_Breach,2.144,93.1,7.95,11173,92.2,7.84,-62.3,21.277,5.66,,
21L101262,5/5/2022,2:30:00,TuleRed_Breach,2.188,93.8,8,11144.8,110.13,7.86,-62.9,21.4,5.66,,
21L101262,5/5/2022,2:45:00,TuleRed_Breach,2.237,94,8,11148,104.9,7.85,-62.8,21.476,5.66,,
21L101262,5/5/2022,3:00:00,TuleRed_Breach,2.278,94.3,8.02,11145.9,129.05,7.85,-62.6,21.497,5.65,,
21L101262,5/5/2022,3:15:00,TuleRed_Breach,2.316,94.6,8.06,11139.8,143.51,7.85,-62.5,21.416,5.66,,
21L101262,5/5/2022,3:30:00,TuleRed_Breach,2.334,94.8,8.1,11133.2,130.9,7.85,-62.4,21.272,5.66,,
21L101262,5/5/2022,3:45:00,TuleRed_Breach,2.349,95.3,8.16,11121,121.48,7.85,-62.4,21.161,5.66,,
21L101262,5/5/2022,4:00:00,TuleRed_Breach,2.367,95.6,8.22,11086.1,107.83,7.85,-62.8,20.988,5.65,,
21L101262,5/5/2022,4:15:00,TuleRed_Breach,2.389,95.4,8.21,11095.6,124.6,7.85,-62.6,20.907,5.66,,
21L101262,5/5/2022,4:30:00,TuleRed_Breach,2.406,95.2,8.23,11109.8,142.08,7.84,-62.2,20.687,5.65,,
21L101262,5/5/2022,4:45:00,TuleRed_Breach,2.412,95.6,8.29,11108.9,141.42,7.83,-61.7,20.512,5.65,,
21L101262,5/5/2022,5:00:00,TuleRed_Breach,2.401,95.9,8.33,11075.2,113.96,7.85,-62.4,20.424,5.66,,
21L101262,5/5/2022,5:15:00,TuleRed_Breach,2.369,95.3,8.32,11028.8,76.42,7.85,-62.5,20.226,5.65,,
21L101262,5/5/2022,5:30:00,TuleRed_Breach,2.34,95.7,8.35,11003,77.34,7.85,-62.5,20.222,5.65,,
21L101262,5/5/2022,5:45:00,TuleRed_Breach,2.296,96,8.41,10965.5,69.71,7.86,-62.7,20.039,5.65,,
21L101262,5/5/2022,6:00:00,TuleRed_Breach,2.252,94.5,8.28,10943,68.19,7.83,-61.4,19.98,5.65,,
21L101262,5/5/2022,6:15:00,TuleRed_Breach,2.223,93.7,8.23,10933.6,69.4,7.82,-60.9,19.924,5.66,,
21L101262,5/5/2022,6:30:00,TuleRed_Breach,2.168,92.5,8.13,10918.5,84.81,7.8,-59.4,19.85,5.65,,
21L101262,5/5/2022,6:45:00,TuleRed_Breach,2.112,90.9,8,10905.1,80.85,7.77,-58,19.753,5.65,,
21L101262,5/5/2022,7:00:00,TuleRed_Breach,2.028,89,7.85,10909.3,85.44,7.74,-56.2,19.703,5.65,,
21L101262,5/5/2022,7:15:00,TuleRed_Breach,1.959,87.1,7.69,10921.9,93.38,7.7,-54.1,19.675,5.65,,
21L101262,5/5/2022,7:30:00,TuleRed_Breach,1.881,83.9,7.42,10942.6,91.19,7.63,-50.4,19.577,5.66,,
21L101262,5/5/2022,7:45:00,TuleRed_Breach,1.823,80.4,7.13,10968,85.69,7.55,-45.7,19.425,5.65,,
21L101262,5/5/2022,8:00:00,TuleRed_Breach,1.746,77.6,6.89,10994.3,76.54,7.47,-41.2,19.305,5.65,,
21L101262,5/5/2022,8:15:00,TuleRed_Breach,1.696,75.8,6.74,11017.3,68.45,7.41,-37.9,19.219,5.65,,
21L101262,5/5/2022,8:30:00,TuleRed_Breach,1.641,74.8,6.66,11038.7,62.63,7.37,-35.7,19.143,5.65,,
21L101262,5/5/2022,8:45:00,TuleRed_Breach,1.569,74.2,6.62,11054.4,60.35,7.34,-34.1,19.081,5.66,,
21L101262,5/5/2022,9:00:00,TuleRed_Breach,1.514,73.8,6.59,11062.2,55.62,7.32,-32.8,19.045,5.65,,
21L101262,5/5/2022,9:15:00,TuleRed_Breach,1.461,73.5,6.57,11070.8,53.88,7.3,-31.8,18.985,5.65,,
21L101262,5/5/2022,9:30:00,TuleRed_Breach,1.423,73.5,6.57,11085.6,49.88,7.28,-30.9,18.931,5.65,,
21L101262,5/5/2022,9:45:00,TuleRed_Breach,1.371,73.7,6.6,11097.5,46.13,7.27,-30,18.887,5.65,,
21L101262,5/5/2022,10:00:00,TuleRed_Breach,1.313,73.7,6.6,11108,45.15,7.25,-29.3,18.853,5.65,,
21L101262,5/5/2022,10:15:00,TuleRed_Breach,1.264,73.7,6.6,11117.4,42.07,7.24,-28.4,18.835,5.65,,
21L101262,5/5/2022,10:30:00,TuleRed_Breach,1.219,73.7,6.61,11130.3,41.81,7.23,-27.7,18.814,5.65,,
21L101262,5/5/2022,10:45:00,TuleRed_Breach,1.18,73.9,6.62,11146,38.76,7.21,-27,18.818,5.65,,
21L101262,5/5/2022,11:00:00,TuleRed_Breach,1.14,74.4,6.66,11162.9,35.82,7.21,-26.6,18.845,5.65,,
21L101262,5/5/2022,11:15:00,TuleRed_Breach,1.112,74.8,6.7,11177.6,32.96,7.19,-26,18.884,5.65,,
21L101262,5/5/2022,11:30:00,TuleRed_Breach,1.078,75.4,6.74,11187.5,31.25,7.19,-25.5,18.934,5.65,,
