datetimestamp,Baro_psi,TempC,Chla_RFU,Chla_ugL,ChlaC_ugL,DO_mgL,SPC,Saln_psu,Turb_NTU
6/9/2020 16:00,763.6073,20.18372,,11.98735,11.98735,8.034177,11526.03,6.642423,5.986662
6/9/2020 17:00,763.6073,23.45213,,7.96519,7.96519,8.679876,11617.92,6.712611,4.59664
6/9/2020 18:00,763.6073,21.79956,,10.13308,10.13308,8.185379,11507.77,6.638501,4.097935
6/9/2020 19:00,763.6073,22.87723,,8.627825,8.627825,8.879249,11610.73,6.706417,5.433411
6/9/2020 20:00,763.6073,23.17356,,7.888042,7.888042,8.832224,11635,6.722453,4.459866
6/9/2020 21:00,763.6073,22.91517,,9.125174,9.125174,8.743027,11689.81,6.755818,5.134603
6/9/2020 22:00,763.6073,22.38432,,7.995907,7.995907,8.652413,11672.76,6.743394,4.573826
6/9/2020 23:00,763.6073,22.33862,,7.621935,7.621935,8.620739,11712.83,6.768198,4.05169
6/10/2020 0:00,763.6073,22.01717,,7.653304,7.653304,8.464957,11714.52,6.768045,4.410789
6/10/2020 1:00,763.6073,21.89907,,7.92644,7.92644,8.382,11729.33,6.776813,3.81768
6/10/2020 2:00,763.6073,21.45835,,7.873652,7.873652,8.289679,11717.03,6.767325,4.327051
6/10/2020 3:00,763.6073,21.29052,,7.891742,7.891742,8.149527,11745.57,6.784361,3.959854
6/10/2020 4:00,763.6073,21.01862,,7.862724,7.862724,7.988444,11753.16,6.787841,4.663396
6/10/2020 5:00,763.6073,20.8595,,7.480042,7.480042,7.743294,11776.5,6.801619,4.904667
6/10/2020 6:00,763.6073,20.71773,,7.484275,7.484275,7.084084,11832.84,6.836009,7.710216
6/10/2020 7:00,763.6073,20.54694,,7.744858,7.744858,6.963928,11840.71,6.840041,6.386281
6/10/2020 8:00,763.6073,20.3759,,7.829498,7.829498,6.817772,11848.39,6.843927,8.521567
6/10/2020 9:00,763.6073,20.36919,,7.613112,7.613112,7.059311,11843.12,6.840612,7.099949
6/10/2020 10:00,763.6073,20.56061,,8.128039,8.128039,7.214276,11845.91,6.843351,5.548525
6/10/2020 11:00,763.6073,20.79252,,8.239434,8.239434,7.429976,11837.65,6.839375,5.0779
6/10/2020 12:00,763.6073,20.94959,,8.078597,8.078597,7.593411,11824.3,6.831824,4.971137
6/10/2020 13:00,763.6073,21.16761,,8.101756,8.101756,7.572122,11843.32,6.844705,4.463177
6/10/2020 14:00,763.6073,21.01934,,8.261098,8.261098,5.755034,11876.27,6.864542,5.903573
6/10/2020 15:00,763.6073,21.29259,,9.441303,9.441303,6.224962,11870.06,6.861941,4.693645
6/10/2020 16:00,763.6073,23.98064,,9.01133,9.01133,8.203863,11875.77,6.874906,4.038178
6/10/2020 17:00,763.6073,21.61406,,9.178097,9.178097,7.559934,11862.33,6.858541,3.496336
6/10/2020 18:00,763.6073,22.23745,,10.29566,10.29566,8.127349,11824.19,6.837255,4.725554
6/10/2020 19:00,763.6073,22.71309,,8.547576,8.547576,8.909913,11878.53,6.872866,4.409891
6/10/2020 20:00,763.6073,21.97352,,9.430271,9.430271,6.966991,11912.16,6.891109,4.54822
6/10/2020 21:00,763.6073,23.83849,,8.730124,8.730124,8.536381,11932.86,6.910211,3.582814
6/10/2020 22:00,763.6073,21.03824,,9.930103,9.930103,7.64391,11871.53,6.861677,4.258217
6/10/2020 23:00,763.6073,23.20153,,7.174933,7.174933,8.481786,11935.5,6.91003,3.170642
6/11/2020 0:00,763.6073,22.91703,,7.156171,7.156171,8.237181,11945.35,6.915277,3.573405
6/11/2020 1:00,763.6073,22.54507,,6.946372,6.946372,8.111191,11949.25,6.91643,3.670321
6/11/2020 2:00,763.6073,22.39343,,6.173862,6.173862,8.040346,11958.52,6.921668,4.200701
6/11/2020 3:00,763.6073,21.99351,,6.941169,6.941169,7.857644,11952.5,6.916368,4.057371
6/11/2020 4:00,763.6073,21.51572,,7.102824,7.102824,7.596035,11953.61,6.915051,5.558498
6/11/2020 5:00,763.6073,21.29547,,7.75771,7.75771,7.457059,11958.84,6.91733,5.943129
6/11/2020 6:00,763.6073,21.09774,,9.10216,9.10216,7.305976,11965.5,6.920559,7.031808
6/11/2020 7:00,763.6073,20.90318,,8.319953,8.319953,7.301702,11966.77,6.920407,5.977269
6/11/2020 8:00,763.6073,20.72374,,7.909711,7.909711,7.159214,11971.91,6.922719,5.903965
6/11/2020 9:00,763.6073,20.66531,,9.658584,9.658584,7.34597,11955.05,6.911908,6.137172
6/11/2020 10:00,763.6073,20.70988,,8.838354,8.838354,7.408541,11955.85,6.912634,6.478817
6/11/2020 11:00,763.6073,21.01315,,9.109138,9.109138,7.41383,11970.54,6.923296,7.011702
6/11/2020 12:00,763.6073,21.42149,,10.0176,10.0176,7.565418,11977.26,6.929391,5.050382
6/11/2020 13:00,763.6073,21.8885,,10.37369,10.37369,7.724671,11987.69,6.937912,5.276004
6/11/2020 14:00,763.6073,22.49813,,10.76804,10.76804,7.965192,12010.34,6.954422,6.500204
6/11/2020 15:00,763.6073,22.93064,,9.675869,9.675869,8.16328,12014.63,6.958607,6.507071
6/11/2020 16:00,763.6073,23.06108,,9.608707,9.608707,8.282858,12027.99,6.967387,4.579292
6/11/2020 17:00,763.6073,23.22104,,10.37664,10.37664,8.419908,12041.83,6.97655,4.671237
6/11/2020 18:00,763.6073,23.37073,,9.485703,9.485703,8.512204,12049.16,6.98159,4.999931
6/11/2020 19:00,763.6073,23.27729,,10.01745,10.01745,8.512034,12054.31,6.984526,4.394261
6/11/2020 20:00,763.6073,23.12675,,9.465667,9.465667,8.477698,12063.1,6.989548,4.256481
6/11/2020 21:00,763.6073,22.87744,,9.668666,9.668666,8.278434,12083.37,7.001402,5.252176
6/11/2020 22:00,763.6073,22.809,,9.307475,9.307475,8.241187,12091.64,7.006339,5.576044
6/11/2020 23:00,763.6073,22.56147,,9.275093,9.275093,8.048204,12108.89,7.01625,5.173709
6/12/2020 0:00,763.6073,22.40322,,8.878586,8.878586,8.00922,12098.76,7.009327,7.926444
6/12/2020 1:00,763.6073,22.2548,,9.696235,9.696235,7.951852,12091.27,7.004081,5.615584
6/12/2020 2:00,763.6073,22.07895,,10.13749,10.13749,7.938507,12084.15,6.998934,4.700705
6/12/2020 3:00,763.6073,21.90548,,9.247936,9.247936,7.852677,12079.17,6.995116,5.067987
6/12/2020 4:00,763.6073,21.77416,,9.511632,9.511632,7.595877,12098.07,7.006377,6.03726
6/12/2020 5:00,763.6073,21.62781,,9.637147,9.637147,7.106025,12115.11,7.016389,8.82515
6/12/2020 6:00,763.6073,21.43622,,10.1873,10.1873,7.048124,12124.01,7.021091,5.915999
6/12/2020 7:00,763.6073,21.27376,,9.558617,9.558617,7.129922,12114.37,7.014321,6.282539
6/12/2020 8:00,763.6073,21.20008,,10.50386,10.50386,7.119666,12116.26,7.01515,6.980133
6/12/2020 9:00,763.6073,21.11362,,9.301391,9.301391,7.077953,12127.87,7.021987,7.013073
6/12/2020 10:00,763.6073,21.01602,,9.526096,9.526096,7.086268,12138.41,7.028096,8.372985
6/12/2020 11:00,763.6073,21.06263,,9.543458,9.543458,7.294997,12141.71,7.030385,6.622591
6/12/2020 12:00,763.6073,21.1838,,9.380488,9.380488,7.426134,12148.9,7.035463,6.282716
6/12/2020 13:00,763.6073,21.31289,,9.597115,9.597115,7.633612,12160.45,7.043293,6.843155
6/12/2020 14:00,763.6073,21.40473,,9.546597,9.546597,7.816584,12176.58,7.053797,6.73288
6/12/2020 15:00,763.6073,21.59692,,9.963929,9.963929,8.036373,12179.41,7.056437,6.290202
6/12/2020 16:00,763.6073,21.77409,,10.71558,10.71558,8.239192,12185.72,7.06116,6.283699
6/12/2020 17:00,763.6073,21.90452,,9.954213,9.954213,8.480511,12224.85,7.086188,5.58293
6/12/2020 18:00,763.6073,21.90724,,9.064427,9.064427,8.55706,12240.45,7.09596,5.827052
6/12/2020 19:00,763.6073,21.77011,,9.117921,9.117921,8.584578,12245.92,7.098792,6.721516
6/12/2020 20:00,763.6073,21.54924,,9.319289,9.319289,8.447754,12266.32,7.110576,6.64328
6/12/2020 21:00,763.6073,21.29912,,10.43675,10.43675,8.296476,12251.29,7.100017,7.096842
6/12/2020 22:00,763.6073,21.04069,,10.32765,10.32765,8.109392,12260.15,7.104296,8.09327
6/12/2020 23:00,763.6073,20.76573,,9.949165,9.949165,7.925102,12260.78,7.103288,7.203323
6/13/2020 0:00,763.6073,20.5133,,9.489869,9.489869,7.833397,12262.67,7.103121,7.382
6/13/2020 1:00,763.6073,20.35432,,10.32538,10.32538,7.785401,12260.07,7.100616,7.236769
6/13/2020 2:00,763.6073,20.1675,,11.19906,11.19906,7.678271,12261.23,7.100278,9.130179
6/13/2020 3:00,763.6073,19.97627,,10.67285,10.67285,7.534254,12265.83,7.102032,7.655466
6/13/2020 4:00,763.6073,19.80805,,10.02341,10.02341,7.465394,12263.92,7.099821,11.37707
6/13/2020 5:00,763.6073,19.62205,,10.5446,10.5446,7.384937,12266.69,7.100394,9.559463
6/13/2020 6:00,763.6073,19.49717,,10.75731,10.75731,7.362114,12264.51,7.098238,9.595139
6/13/2020 7:00,763.6073,19.35821,,10.71892,10.71892,7.263823,12271.71,7.101827,9.530864
6/13/2020 8:00,763.6073,19.31188,,11.01309,11.01309,7.223151,12273.49,7.102632,9.774486
6/13/2020 9:00,763.6073,19.30336,,9.921276,9.921276,7.310543,12273.56,7.102617,6.587057
6/13/2020 10:00,763.6073,19.50585,,10.71077,10.71077,7.385509,12279.68,7.107763,8.877122
6/13/2020 11:00,763.6073,19.79118,,11.37641,11.37641,7.518933,12283.31,7.111824,15.88926
6/13/2020 12:00,763.6073,20.078,,10.50851,10.50851,7.680988,12287.41,7.116111,8.370698
6/13/2020 13:00,763.6073,20.32232,,11.23824,11.23824,7.832792,12296.05,7.122919,7.018
6/13/2020 14:00,763.6073,20.60821,,11.17275,11.17275,8.029795,12303.05,7.128877,9.960046
6/13/2020 15:00,763.6073,20.88127,,11.09193,11.09193,8.197671,12312.06,7.135948,7.684008
6/13/2020 16:00,763.6073,21.08949,,11.52636,11.52636,8.350514,12321.4,7.142841,7.905446
6/13/2020 17:00,763.6073,21.23219,,10.83693,10.83693,8.448353,12325.51,7.146117,8.508227
6/13/2020 18:00,763.6073,21.26938,,10.77451,10.77451,8.522747,12332.55,7.150699,7.509026
6/13/2020 19:00,763.6073,21.2738,,11.23704,11.23704,8.593208,12342.76,7.15711,8.049226
6/13/2020 20:00,763.6073,21.19804,,10.50565,10.50565,8.667724,12367.2,7.172038,6.447576
6/13/2020 21:00,763.6073,21.03732,,10.88448,10.88448,8.617661,12381.13,7.179958,7.91188
6/13/2020 22:00,763.6073,20.86466,,11.521,11.521,8.491921,12376.72,7.176306,9.098182
6/13/2020 23:00,763.6073,20.67866,,11.62316,11.62316,8.284021,12387.94,7.182343,8.328869
6/14/2020 0:00,763.6073,20.47481,,10.5751,10.5751,8.039747,12392.32,7.183969,10.46511
6/14/2020 1:00,763.6073,20.24622,,10.7623,10.7623,7.849156,12382.9,7.17678,10.19676
6/14/2020 2:00,763.6073,20.05158,,10.88163,10.88163,7.790272,12382.06,7.175109,8.639399
6/14/2020 3:00,763.6073,19.85062,,11.25439,11.25439,7.571717,12382.33,7.17406,7.245049
6/14/2020 4:00,763.6073,19.68726,,11.18046,11.18046,7.373971,12381.37,7.172442,7.389449
6/14/2020 5:00,763.6073,19.59043,,11.23031,11.23031,7.33045,12380.1,7.171028,12.3825
6/14/2020 6:00,763.6073,19.46706,,11.11026,11.11026,7.291919,12377.2,7.168414,9.041944
6/14/2020 7:00,763.6073,19.3741,,11.2048,11.2048,7.247202,12379.88,7.169478,7.435356
6/14/2020 8:00,763.6073,19.39708,,10.68899,10.68899,7.332583,12377.38,7.168068,9.277954
6/14/2020 9:00,763.6073,19.4935,,11.37228,11.37228,7.394033,12386.18,7.174199,8.259152
6/14/2020 10:00,763.6073,19.73887,,11.51553,11.51553,7.465043,12387.61,7.176664,14.09441
6/14/2020 11:00,763.6073,20.03253,,11.50397,11.50397,7.524179,12394.97,7.18307,10.92418
6/14/2020 12:00,763.6073,20.45933,,11.4036,11.4036,7.647931,12403.09,7.190616,7.306718
6/14/2020 13:00,763.6073,21.01915,,11.29864,11.29864,7.86165,12418.09,7.202994,7.788121
6/14/2020 14:00,763.6073,21.56884,,11.69429,11.69429,8.023995,12425.71,7.210433,8.061427
6/14/2020 15:00,763.6073,22.02154,,11.77322,11.77322,8.161485,12432.98,7.21699,13.95509
6/14/2020 16:00,763.6073,22.5393,,11.47524,11.47524,8.346474,12444.49,7.226284,6.535432
6/14/2020 17:00,763.6073,22.70536,,11.0024,11.0024,8.40395,12446.92,7.228432,5.262297
6/14/2020 18:00,763.6073,22.74355,,10.51944,10.51944,8.481657,12451.1,7.231193,6.217818
6/14/2020 19:00,763.6073,22.67736,,9.228791,9.228791,8.603798,12466.86,7.240831,5.908781
6/14/2020 20:00,763.6073,22.50882,,9.411841,9.411841,8.606974,12474.16,7.244774,5.993076
6/14/2020 21:00,763.6073,22.17528,,10.35087,10.35087,8.52598,12471.28,7.241634,4.746471
6/14/2020 22:00,763.6073,21.94002,,9.695323,9.695323,8.283571,12486.11,7.249933,5.891632
6/14/2020 23:00,763.6073,21.54304,,10.36877,10.36877,8.355185,12460.16,7.231892,6.036633
6/15/2020 0:00,763.6073,21.45987,,9.925459,9.925459,8.125335,12473.42,7.239809,5.665175
6/15/2020 1:00,763.6073,21.27627,,10.24541,10.24541,7.891564,12496.63,7.253462,5.131191
6/15/2020 2:00,763.6073,21.0843,,9.24475,9.24475,7.867756,12493.85,7.250763,5.773158
6/15/2020 3:00,763.6073,20.81918,,10.06147,10.06147,7.742058,12489.83,7.246869,5.274259
6/15/2020 4:00,763.6073,20.50353,,10.44553,10.44553,7.556305,12486.82,7.243263,5.913387
6/15/2020 5:00,763.6073,20.33867,,11.06088,11.06088,7.290048,12482.45,7.239593,12.26979
6/15/2020 6:00,763.6073,20.16521,,11.27307,11.27307,7.187391,12480.59,7.237411,8.081346
6/15/2020 7:00,763.6073,20.07435,,11.78107,11.78107,7.157117,12485.42,7.23989,7.600498
6/15/2020 8:00,763.6073,20.02818,,10.62776,10.62776,7.108461,12491.19,7.243222,6.912847
6/15/2020 9:00,763.6073,20.06195,,11.54217,11.54217,7.138538,12497.46,7.247353,8.323112
6/15/2020 10:00,763.6073,20.14866,,12.16,12.16,7.226875,12499.06,7.248872,8.379833
6/15/2020 11:00,763.6073,20.24135,,12.03231,12.03231,7.32143,12501.6,7.251008,7.90209
6/15/2020 12:00,763.6073,20.54606,,12.69701,12.69701,7.491212,12500.9,7.252313,6.59655
6/15/2020 13:00,763.6073,20.73537,,12.2319,12.2319,7.712826,12503.53,7.255001,6.789768
6/15/2020 14:00,763.6073,20.99286,,12.36902,12.36902,7.928723,12529.42,7.27258,6.938579
6/15/2020 15:00,763.6073,21.27155,,13.38201,13.38201,8.137186,12529.84,7.274253,6.365042
6/15/2020 16:00,763.6073,21.51471,,13.49215,13.49215,8.372734,12538.7,7.28098,5.582469
6/15/2020 17:00,763.6073,21.49885,,12.84364,12.84364,8.40342,12523.3,7.271253,7.224384
6/15/2020 18:00,763.6073,21.47367,,13.01517,13.01517,8.488962,12526.63,7.273215,6.021061
6/15/2020 19:00,763.6073,21.5283,,12.48746,12.48746,8.604908,12569.96,7.300638,5.658418
6/15/2020 20:00,763.6073,21.3094,,12.47703,12.47703,8.460992,12543.96,7.283285,5.644825
6/15/2020 21:00,763.6073,21.08737,,12.90864,12.90864,8.360711,12556.16,7.289819,6.133492
6/15/2020 22:00,763.6073,20.87432,,13.09033,13.09033,8.259572,12560.31,7.29131,7.191563
6/15/2020 23:00,763.6073,20.6959,,13.65262,13.65262,8.049141,12571.1,7.297111,7.754591
6/16/2020 0:00,763.6073,20.52535,,12.42367,12.42367,7.77132,12621.87,7.327968,6.32741
6/16/2020 1:00,763.6073,20.35027,,12.42515,12.42515,7.613879,12641.93,7.339528,6.893439
6/16/2020 2:00,763.6073,20.19743,,11.94312,11.94312,7.535639,12641.69,7.338472,7.894218
6/16/2020 3:00,763.6073,20.06345,,12.61119,12.61119,7.491072,12644.63,7.339504,6.059854
6/16/2020 4:00,763.6073,19.90939,,13.65881,13.65881,7.407764,12637.25,7.333927,8.450421
6/16/2020 5:00,763.6073,19.71437,,12.91156,12.91156,7.36024,12639.38,7.334011,6.930805
6/16/2020 6:00,763.6073,19.5433,,12.85061,12.85061,7.197366,12648.03,7.338305,7.669085
6/16/2020 7:00,763.6073,19.44783,,12.60127,12.60127,7.177668,12639.47,7.332304,6.131687
6/16/2020 8:00,763.6073,19.40277,,12.33962,12.33962,7.211237,12639.04,7.331733,11.15926
6/16/2020 9:00,763.6073,19.49239,,11.7413,11.7413,7.258265,12638.5,7.331997,9.115726
6/16/2020 10:00,763.6073,19.70309,,12.05173,12.05173,7.364378,12636.5,7.332137,7.941538
6/16/2020 11:00,763.6073,19.95295,,12.14418,12.14418,7.516284,12633.19,7.331655,7.686468
6/16/2020 12:00,763.6073,20.38593,,11.9739,11.9739,7.611192,12638.43,7.337549,10.22742
6/16/2020 13:00,763.6073,20.73037,,12.33777,12.33777,7.849761,12639,7.339848,8.116803
6/16/2020 14:00,763.6073,21.11522,,13.43048,13.43048,8.136016,12655.38,7.352166,9.816386
6/16/2020 15:00,763.6073,21.43681,,11.86635,11.86635,8.340611,12678.31,7.36816,7.022722
6/16/2020 16:00,763.6073,21.75761,,12.56888,12.56888,8.670595,12698.39,7.382282,8.513667
6/16/2020 17:00,763.6073,21.81463,,12.41182,12.41182,8.651791,12687.91,7.375963,6.005114
6/16/2020 18:00,763.6073,21.79109,,12.88333,12.88333,8.672602,12675.66,7.368167,6.281172
6/16/2020 19:00,763.6073,21.81499,,11.52893,11.52893,8.803213,12697.63,7.382068,6.012754
6/16/2020 20:00,763.6073,21.74216,,11.92459,11.92459,8.749508,12697.78,7.381828,5.802675
6/16/2020 21:00,763.6073,21.5994,,11.6877,11.6877,8.694501,12717.91,7.393794,6.213864
6/16/2020 22:00,763.6073,21.33933,,11.63283,11.63283,8.576447,12703.25,7.383334,5.589632
6/16/2020 23:00,763.6073,21.07337,,11.56483,11.56483,8.493616,12690.72,7.374118,6.688076
6/17/2020 0:00,763.6073,20.9519,,11.62336,11.62336,8.38676,12699.72,7.379124,5.534961
6/17/2020 1:00,763.6073,20.70767,,12.01311,12.01311,8.230715,12694.84,7.374736,6.196146
6/17/2020 2:00,763.6073,20.52634,,11.33592,11.33592,7.953609,12693.94,7.373149,7.313579
6/17/2020 3:00,763.6073,20.39525,,11.65661,11.65661,7.773393,12692.59,7.371544,7.545394
6/17/2020 4:00,763.6073,20.27411,,11.16645,11.16645,7.588835,12698.05,7.374251,7.076837
6/17/2020 5:00,763.6073,20.16179,,10.60746,10.60746,7.425775,12699.02,7.374185,7.448817
6/17/2020 6:00,763.6073,20.08669,,10.82781,10.82781,7.139458,12699.11,7.373781,7.499507
6/17/2020 7:00,763.6073,20.03569,,10.90096,10.90096,7.231984,12700.17,7.374131,5.95208
6/17/2020 8:00,763.6073,20.13399,,10.79988,10.79988,7.429826,12694.96,7.37147,9.322595
6/17/2020 9:00,763.6073,20.31666,,10.40667,10.40667,7.477336,12697.72,7.374298,8.220493
6/17/2020 10:00,763.6073,20.67892,,10.39515,10.39515,7.395697,12702.03,7.379086,9.75563
6/17/2020 11:00,763.6073,21.04047,,10.58329,10.58329,7.47031,12708.82,7.3853,7.806232
6/17/2020 12:00,763.6073,21.28746,,11.13284,11.13284,7.56256,12714.49,7.390124,8.08917
6/17/2020 13:00,763.6073,20.3609,,11.8782,11.8782,7.620346,12708.11,7.381073,8.165439
6/17/2020 14:00,763.6073,21.33256,,11.30239,11.30239,7.851951,12733.64,7.402369,7.766383
6/17/2020 15:00,763.6073,21.84104,,10.66639,10.66639,8.262495,12721.71,7.397303,6.124462
6/17/2020 16:00,763.6073,21.27192,,11.3681,11.3681,7.790439,12708.59,7.386345,7.257834
6/17/2020 17:00,763.6073,21.09939,,12.94895,12.94895,7.734866,12704.72,7.383037,6.282488
6/17/2020 18:00,763.6073,22.61954,,10.88932,10.88932,8.305904,12738.23,7.410957,6.274616
6/17/2020 19:00,763.6073,23.29023,,10.81475,10.81475,8.64289,12766.03,7.430869,5.555801
6/17/2020 20:00,763.6073,23.17277,,9.945571,9.945571,8.576095,12764.37,7.429424,5.232555
6/17/2020 21:00,763.6073,23.01111,,9.606727,9.606727,8.609901,12761.72,7.42719,6.245088
6/17/2020 22:00,763.6073,22.8102,,10.7921,10.7921,8.509363,12762.57,7.426985,5.816384
6/17/2020 23:00,763.6073,22.55965,,9.225865,9.225865,8.320429,12763.24,7.426443,5.24754
6/18/2020 0:00,763.6073,22.40685,,9.395567,9.395567,7.969877,12767.21,7.428323,7.352718
6/18/2020 1:00,763.6073,22.21136,,9.573587,9.573587,7.98805,12844.38,7.476008,4.480165
6/18/2020 2:00,763.6073,21.94824,,9.356095,9.356095,8.110718,12865.62,7.488203,5.440508
6/18/2020 3:00,763.6073,21.74565,,9.696702,9.696702,7.837301,12850.55,7.477795,5.281452
6/18/2020 4:00,763.6073,21.62339,,9.11348,9.11348,7.725234,12873.78,7.491811,5.332344
6/18/2020 5:00,763.6073,21.46541,,9.048561,9.048561,7.55566,12854.53,7.478947,5.378881
6/18/2020 6:00,763.6073,21.32575,,8.962651,8.962651,7.509194,12863.21,7.4837,4.534958
6/18/2020 7:00,763.6073,21.22886,,9.417739,9.417739,7.397443,12843.92,7.471091,4.917666
6/18/2020 8:00,763.6073,21.1573,,9.894223,9.894223,7.439283,12849.02,7.473919,5.503946
6/18/2020 9:00,763.6073,21.25113,,9.158049,9.158049,7.51863,12844.02,7.471266,5.590971
6/18/2020 10:00,763.6073,21.50006,,9.562654,9.562654,7.493864,12852.67,7.477952,5.799011
6/18/2020 11:00,763.6073,22.04082,,9.029685,9.029685,7.493417,12854.29,7.481493,4.261199
6/18/2020 12:00,763.6073,21.93144,,8.792586,8.792586,7.573384,12868.98,7.490237,4.974623
6/18/2020 13:00,763.6073,23.42039,,7.443407,7.443407,7.803914,12886.25,7.50694,4.243456
6/18/2020 14:00,763.6073,21.67265,,9.388725,9.388725,7.388776,12852.52,7.47869,5.448167
6/18/2020 15:00,763.6073,24.54197,,7.88392,7.88392,8.178458,12911.93,7.526381,5.934532
6/18/2020 16:00,763.6073,22.29922,,9.641706,9.641706,7.838597,12851.56,7.480895,5.623856
6/18/2020 17:00,763.6073,22.47729,,10.06018,10.06018,7.76311,12858.67,7.486105,5.74052
6/18/2020 18:00,763.6073,22.43936,,9.858757,9.858757,7.841798,12871.09,7.493759,4.332743
6/18/2020 19:00,763.6073,23.9548,,8.59699,8.59699,9.166945,12899.61,7.517024,4.689309
6/18/2020 20:00,763.6073,23.072,,9.165421,9.165421,8.325836,12864.7,7.492174,4.390899
6/18/2020 21:00,763.6073,24.49018,,8.187309,8.187309,8.688577,12947.72,7.548804,4.150779
6/18/2020 22:00,763.6073,24.26046,,8.772003,8.772003,8.49278,12942.15,7.544683,3.614112
6/18/2020 23:00,763.6073,23.94335,,8.286117,8.286117,8.407728,12940.28,7.542606,4.382174
6/19/2020 0:00,763.6073,23.83627,,8.693545,8.693545,8.363921,12949.64,7.548179,3.7256
6/19/2020 1:00,763.6073,23.57335,,10.07224,10.07224,7.561998,13087.63,7.634306,4.839279
6/19/2020 2:00,763.6073,22.98458,,12.34346,12.34346,7.178237,12971.01,7.558767,8.362771
6/19/2020 3:00,763.6073,22.77967,,11.465,11.465,7.145619,13009.38,7.58215,7.606457
6/19/2020 4:00,763.6073,22.44391,,11.24685,11.24685,7.39291,13003.17,7.576889,7.330134
6/19/2020 5:00,763.6073,22.19495,,10.86653,10.86653,7.181266,13010.62,7.580514,7.253014
6/19/2020 6:00,763.6073,21.93117,,11.38513,11.38513,7.042325,13010.11,7.579006,9.806297
6/19/2020 7:00,763.6073,21.72073,,11.2351,11.2351,6.911162,13016.27,7.581889,10.49782
6/19/2020 8:00,763.6073,21.56084,,10.15175,10.15175,6.940146,13033.51,7.591958,8.846068
6/19/2020 9:00,763.6073,21.54562,,9.939981,9.939981,6.701976,13051.15,7.602982,8.665066
6/19/2020 10:00,763.6073,21.5775,,10.43038,10.43038,6.699944,13047.83,7.601051,8.661623
6/19/2020 11:00,763.6073,21.69943,,10.98356,10.98356,6.821966,13060.04,7.609329,8.348784
6/19/2020 12:00,763.6073,21.91949,,11.05916,11.05916,7.154696,13051.29,7.604868,7.155383
6/19/2020 13:00,763.6073,22.20683,,11.42799,11.42799,7.390019,13053.84,7.60777,7.62446
6/19/2020 14:00,763.6073,22.53644,,11.43964,11.43964,7.595486,13060.63,7.613454,8.221043
6/19/2020 15:00,763.6073,22.86152,,11.9972,11.9972,7.769376,13063.43,7.616509,6.873102
6/19/2020 16:00,763.6073,23.23263,,11.61793,11.61793,8.066909,13073.54,7.624254,7.411957
6/19/2020 17:00,763.6073,23.42043,,12.14343,12.14343,8.200415,13073.98,7.625191,6.505161
6/19/2020 18:00,763.6073,23.51293,,10.94053,10.94053,8.299735,13076.36,7.626998,6.303932
6/19/2020 19:00,763.6073,23.46649,,10.81911,10.81911,8.396132,13081.62,7.630158,6.115792
6/19/2020 20:00,763.6073,23.38612,,11.02246,11.02246,8.398002,13088.15,7.634005,6.553459
6/19/2020 21:00,763.6073,23.14557,,10.8107,10.8107,8.23253,13090.71,7.634762,7.442266
6/19/2020 22:00,763.6073,22.49554,,11.20111,11.20111,7.935158,13070.7,7.619624,6.824657
6/19/2020 23:00,763.6073,22.25929,,10.58125,10.58125,7.715507,13076.06,7.621994,8.211402
6/20/2020 0:00,763.6073,22.00986,,11.02019,11.02019,7.472349,13097.44,7.63434,7.730627
6/20/2020 1:00,763.6073,21.8986,,14.25678,14.25678,7.61329,13060.22,7.610393,11.32436
6/20/2020 2:00,763.6073,21.69665,,14.47342,14.47342,7.340994,13040.92,7.597287,15.7507
6/20/2020 3:00,763.6073,21.05827,,12.77419,12.77419,6.832712,13365.58,7.798447,17.98963
6/20/2020 4:00,763.6073,20.94643,,11.24292,11.24292,7.051141,13286.89,7.748227,15.75852
6/20/2020 5:00,763.6073,20.73109,,12.33502,12.33502,7.168011,13232.45,7.712693,13.68656
6/20/2020 6:00,763.6073,20.55931,,11.89079,11.89079,7.267481,13237.86,7.715077,14.21193
6/20/2020 7:00,763.6073,20.43314,,11.74948,11.74948,7.250547,13227.7,7.707912,13.52749
6/20/2020 8:00,763.6073,20.21636,,11.80098,11.80098,7.272121,13229.19,7.707489,13.87162
6/20/2020 9:00,763.6073,20.13213,,11.16145,11.16145,7.175676,13240.42,7.714017,11.83452
6/20/2020 10:00,763.6073,20.24948,,11.65256,11.65256,7.332243,13226.13,7.705772,14.57627
6/20/2020 11:00,763.6073,20.31697,,11.95601,11.95601,7.516412,13239.52,7.714625,12.03264
6/20/2020 12:00,763.6073,20.60186,,12.71744,12.71744,7.689596,13242.12,7.718014,14.75717
6/20/2020 13:00,763.6073,20.80945,,12.49609,12.49609,7.908827,13249.54,7.723912,11.74863
6/20/2020 14:00,763.6073,21.12921,,12.84287,12.84287,8.068704,13249.94,7.725963,10.76634
6/20/2020 15:00,763.6073,21.46688,,14.74044,14.74044,8.26552,13253.68,7.730121,14.63963
6/20/2020 16:00,763.6073,21.74005,,14.46072,14.46072,8.491036,13261.74,7.736578,11.92946
6/20/2020 17:00,763.6073,22.01765,,13.29384,13.29384,8.783298,13272.99,7.745005,9.379917
6/20/2020 18:00,763.6073,22.11827,,14.53695,14.53695,8.878927,13276.05,7.747401,9.989137
6/20/2020 19:00,763.6073,22.08098,,14.09413,14.09413,8.856112,13288.52,7.755093,8.487991
